file_name,file_path,bs_current_name,is_current_name,reporting_date,creation_date,download_date,is_corrupt
0001-Pasqyrat_Publikim_31.12.2025_gK8SA9GVT9_bNkYrJK3TW.pdf,pcb_financial_data\original\0001-Pasqyrat_Publikim_31.12.2025_gK8SA9GVT9_bNkYrJK3TW.pdf,pcb_bs_31.12.2025.pdf,pcb_is_31.12.2025.pdf,31.12.2025,2026-01-29 16:16:13,2026-03-21 21:54:18.226465,0
01-PasqyratperPublikim_[30.09.2025]_mvVADRNkNU_UEy8Fg9zzD.pdf,pcb_financial_data\original\01-PasqyratperPublikim_[30.09.2025]_mvVADRNkNU_UEy8Fg9zzD.pdf,pcb_bs_30.09.2025.pdf,pcb_is_30.09.2025.pdf,30.09.2025,2025-10-27 16:46:10,2026-03-21 21:54:19.690712,0
PasqyratperPublikim_[30.06.2025]-v2(1)_F2KvHvJVD9_hNLTxEjDBg.pdf,pcb_financial_data\original\PasqyratperPublikim_[30.06.2025]-v2(1)_F2KvHvJVD9_hNLTxEjDBg.pdf,pcb_bs_30.06.2025.pdf,pcb_is_30.06.2025.pdf,30.06.2025,2025-07-25 16:44:18,2026-03-21 21:54:21.247974,0
PasqyratperPublikim_M2tbutAnf6.pdf,pcb_financial_data\original\PasqyratperPublikim_M2tbutAnf6.pdf,pcb_bs_31.03.2025.pdf,pcb_is_31.03.2025.pdf,31.03.2025,2025-04-29 09:55:28,2026-03-21 21:54:22.677411,0
dhjetor2024_kvXrEPy2rV.pdf,pcb_financial_data\original\dhjetor2024_kvXrEPy2rV.pdf,pcb_bs_31.12.2024.pdf,pcb_is_31.12.2024.pdf,31.12.2024,2025-01-29 11:05:04,2026-03-21 21:54:24.106965,0
shtator2024_PhkpqLcMSb.pdf,pcb_financial_data\original\shtator2024_PhkpqLcMSb.pdf,pcb_bs_30.09.2024.pdf,pcb_is_30.09.2024.pdf,30.09.2024,2024-10-29 13:51:39,2026-03-21 21:54:25.422100,0
qershor2024_gGCfMag8cy.pdf,pcb_financial_data\original\qershor2024_gGCfMag8cy.pdf,pcb_bs_30.06.2024.pdf,pcb_is_30.06.2024.pdf,30.06.2024,2024-07-26 11:13:37,2026-03-21 21:54:26.818422,0
mars2024_McKrCSAxnS.pdf,pcb_financial_data\original\mars2024_McKrCSAxnS.pdf,pcb_bs_31.03.2024.pdf,pcb_is_31.03.2024.pdf,31.03.2024,2023-07-24 10:32:21,2026-03-21 21:54:28.348322,0
dhjetor2023_JD5D9cceby.pdf,pcb_financial_data\original\dhjetor2023_JD5D9cceby.pdf,pcb_bs_31.12.2023.pdf,pcb_is_31.12.2023.pdf,31.12.2023,2023-07-24 10:32:21,2026-03-21 21:54:29.747115,0
shtator2023_Ubs3uHrhjP.pdf,pcb_financial_data\original\shtator2023_Ubs3uHrhjP.pdf,pcb_bs_30.09.2023.pdf,pcb_is_30.09.2023.pdf,30.09.2023,2023-07-24 10:32:21,2026-03-21 21:54:31.168377,0
qershor2023_mJhjKnHqLU.pdf,pcb_financial_data\original\qershor2023_mJhjKnHqLU.pdf,pcb_bs_30.06.2023.pdf,pcb_is_30.06.2023.pdf,30.06.2023,2023-07-24 10:32:21,2026-03-21 21:54:32.618931,0
mars2023_jctrkjwkgS.pdf,pcb_financial_data\original\mars2023_jctrkjwkgS.pdf,pcb_bs_31.03.2023.pdf,pcb_is_31.03.2023.pdf,31.03.2023,2023-01-27 11:44:18,2026-03-21 21:54:34.279547,0
dhjetor2022_RyxKJf9cpa.pdf,pcb_financial_data\original\dhjetor2022_RyxKJf9cpa.pdf,pcb_bs_31.12.2022.pdf,pcb_is_31.12.2022.pdf,31.12.2022,2023-01-27 11:44:18,2026-03-21 21:54:35.797844,0
shtator2022_sH5mp9HMNW.pdf,pcb_financial_data\original\shtator2022_sH5mp9HMNW.pdf,pcb_bs_30.09.2022.pdf,pcb_is_30.09.2022.pdf,30.09.2022,2022-07-27 09:57:47,2026-03-21 21:54:39.595453,0
qershor2022_tvVJjuvCDq.pdf,pcb_financial_data\original\qershor2022_tvVJjuvCDq.pdf,pcb_bs_30.06.2022.pdf,pcb_is_30.06.2022.pdf,30.06.2022,2022-07-27 09:57:47,2026-03-21 21:54:41.526137,0
mars2022_jpL3dARdeu.pdf,pcb_financial_data\original\mars2022_jpL3dARdeu.pdf,pcb_bs_31.03.2022.pdf,pcb_is_31.03.2022.pdf,31.03.2022,2022-04-28 14:38:41,2026-03-21 21:54:43.488492,0
dhjetor2021_zEGfJx5dKe.pdf,pcb_financial_data\original\dhjetor2021_zEGfJx5dKe.pdf,pcb_bs_31.12.2021.pdf,pcb_is_31.12.2021.pdf,31.12.2021,2020-10-23 17:47:16,2026-03-21 21:54:45.238132,0
shtator2021_BRgYGktjeA.pdf,pcb_financial_data\original\shtator2021_BRgYGktjeA.pdf,pcb_bs_30.09.2021.pdf,pcb_is_30.09.2021.pdf,30.09.2021,2021-10-26 17:16:46,2026-03-21 21:54:46.942349,0
qershor2021_CWM6Mm9bUg.pdf,pcb_financial_data\original\qershor2021_CWM6Mm9bUg.pdf,pcb_bs_30.06.2021.pdf,pcb_is_30.06.2021.pdf,30.06.2021,2021-07-28 10:13:47,2026-03-21 21:54:48.847855,0
mars2021_ed4sAMzzyC.pdf,pcb_financial_data\original\mars2021_ed4sAMzzyC.pdf,pcb_bs_31.03.2021.pdf,pcb_is_31.03.2021.pdf,31.03.2021,2021-04-27 11:58:10,2026-03-21 21:54:50.465029,0
dhjetor2020_2SKRnNa8EW.pdf,pcb_financial_data\original\dhjetor2020_2SKRnNa8EW.pdf,pcb_bs_31.12.2020.pdf,pcb_is_31.12.2020.pdf,31.12.2020,2021-01-25 16:47:51,2026-03-21 21:54:52.177708,0
shtator2020_E4qh9XhvF2.pdf,pcb_financial_data\original\shtator2020_E4qh9XhvF2.pdf,pcb_bs_30.09.2020.pdf,pcb_is_30.09.2020.pdf,30.09.2020,2020-10-23 17:47:16,2026-03-21 21:54:53.867664,0
qershor2020_cjSNwhTRcF.pdf,pcb_financial_data\original\qershor2020_cjSNwhTRcF.pdf,pcb_bs_30.06.2020.pdf,pcb_is_30.06.2020.pdf,30.06.2020,2020-07-27 22:24:33,2026-03-21 21:54:55.554326,0
mars2020_zUjvByVVNd.pdf,pcb_financial_data\original\mars2020_zUjvByVVNd.pdf,pcb_bs_31.03.2020.pdf,pcb_is_31.03.2020.pdf,31.03.2020,2020-04-28 21:33:45,2026-03-21 21:54:57.474992,0
Pasqyratdhetreguesitfinanciarperpublikim31.12.2019_CwFJg6WRqC_Dd8kDsCFh6.pdf,pcb_financial_data\original\Pasqyratdhetreguesitfinanciarperpublikim31.12.2019_CwFJg6WRqC_Dd8kDsCFh6.pdf,pcb_bs_31.12.2019.pdf,pcb_is_31.12.2019.pdf,31.12.2019,2020-01-29 13:31:30,2026-03-21 21:54:59.402240,0
Pasqyratdhetreguesitfinanciar10.2019_kxzbqPXyeF_JKNDL6Skr6.pdf,pcb_financial_data\original\Pasqyratdhetreguesitfinanciar10.2019_kxzbqPXyeF_JKNDL6Skr6.pdf,pcb_bs_30.09.2019.pdf,pcb_is_30.09.2019.pdf,30.09.2019,2019-10-29 13:40:36,2026-03-21 21:55:01.222836,0
Bilanci_Income_Financialindicators_republika_30.07.2019_VXLWYj9Vvj_s8jp9WVkTm.pdf,pcb_financial_data\original\Bilanci_Income_Financialindicators_republika_30.07.2019_VXLWYj9Vvj_s8jp9WVkTm.pdf,pcb_bs_30.06.2019.pdf,pcb_is_30.06.2019.pdf,30.06.2019,2019-07-30 09:29:31,2026-03-21 21:55:03.756957,0
Pasqyratfinanciare_30.04.2019_rWARWFEsKJ_zaCzRkr4wK.pdf,pcb_financial_data\original\Pasqyratfinanciare_30.04.2019_rWARWFEsKJ_zaCzRkr4wK.pdf,pcb_bs_31.03.2019.pdf,pcb_is_31.03.2019.pdf,31.03.2019,2019-04-30 10:09:34,2026-03-21 21:55:05.476966,0
