BANK_ID,REPORT_DATE,DT_REPORT,STATEMENT_TYPE,CATEGORY_TYPE,CATEGORY_CODE,ORIGINAL_CATEGORY,PREVIOUS_VALUE,CURRENT_VALUE,CURR_ID,FILE_NAME,DATA_SOURCE,EXTRACTION_DATE
9,2015-06-30,2015-06-30,BALANCE_SHEET,BALANCE,20,Paraja e gatshme dhe gjendja me BQK-në,8,6,1,zba_bs_31.12.2015.pdf,Ziraat Bank,2026-03-21
9,2015-06-30,2015-06-30,BALANCE_SHEET,BALANCE,21,Kërkesat ndaj bankave,102,46,1,zba_bs_31.12.2015.pdf,Ziraat Bank,2026-03-21
9,2015-06-30,2015-06-30,BALANCE_SHEET,BALANCE,22,Bonot e thesarit,0,0,1,zba_bs_31.12.2015.pdf,Ziraat Bank,2026-03-21
9,2015-06-30,2015-06-30,BALANCE_SHEET,BALANCE,23,Investimet në letra me vlerë,0,3,1,zba_bs_31.12.2015.pdf,Ziraat Bank,2026-03-21
9,2015-06-30,2015-06-30,BALANCE_SHEET,BALANCE,26,Kreditë dhe paradhëniet ndaj klientëve,978,2,1,zba_bs_31.12.2015.pdf,Ziraat Bank,2026-03-21
9,2015-06-30,2015-06-30,BALANCE_SHEET,BALANCE,27,Patundshmëritë dhe pajisjet,384,594,1,zba_bs_31.12.2015.pdf,Ziraat Bank,2026-03-21
9,2015-06-30,2015-06-30,BALANCE_SHEET,BALANCE,28,Pasuritë e paprekshme,760,749,1,zba_bs_31.12.2015.pdf,Ziraat Bank,2026-03-21
9,2015-06-30,2015-06-30,BALANCE_SHEET,BALANCE,29,Pasuritë tatimore të shtyra,0,0,1,zba_bs_31.12.2015.pdf,Ziraat Bank,2026-03-21
9,2015-06-30,2015-06-30,BALANCE_SHEET,BALANCE,30,Pasuritë tjera,241,1,1,zba_bs_31.12.2015.pdf,Ziraat Bank,2026-03-21
9,2015-06-30,2015-06-30,BALANCE_SHEET,BALANCE,31,Gjithsej pasuritë,11,11,1,zba_bs_31.12.2015.pdf,Ziraat Bank,2026-03-21
9,2015-06-30,2015-06-30,BALANCE_SHEET,BALANCE,32,Depozitat e klientëve,1,2,1,zba_bs_31.12.2015.pdf,Ziraat Bank,2026-03-21
9,2015-06-30,2015-06-30,BALANCE_SHEET,BALANCE,33,Detyrimet ndaj bankave,0,0,1,zba_bs_31.12.2015.pdf,Ziraat Bank,2026-03-21
9,2015-06-30,2015-06-30,BALANCE_SHEET,BALANCE,34,Fondet tjera të huazuara,0,0,1,zba_bs_31.12.2015.pdf,Ziraat Bank,2026-03-21
9,2015-06-30,2015-06-30,BALANCE_SHEET,BALANCE,35,Detyrimet tatimore të shtyra,0,0,1,zba_bs_31.12.2015.pdf,Ziraat Bank,2026-03-21
9,2015-06-30,2015-06-30,BALANCE_SHEET,BALANCE,36,Detyrimet tjera,17,45,1,zba_bs_31.12.2015.pdf,Ziraat Bank,2026-03-21
9,2015-06-30,2015-06-30,BALANCE_SHEET,BALANCE,37,Gjithsej detyrimet,1,2,1,zba_bs_31.12.2015.pdf,Ziraat Bank,2026-03-21
9,2015-06-30,2015-06-30,BALANCE_SHEET,BALANCE,38,Kapitali aksionar,10,10,1,zba_bs_31.12.2015.pdf,Ziraat Bank,2026-03-21
9,2015-06-30,2015-06-30,BALANCE_SHEET,BALANCE,40,Rezervat e kapitalit,0,0,1,zba_bs_31.12.2015.pdf,Ziraat Bank,2026-03-21
9,2015-06-30,2015-06-30,BALANCE_SHEET,BALANCE,41,Fitimi i mbajtur/(humbja) nga vitet paraprake,0,0,1,zba_bs_31.12.2015.pdf,Ziraat Bank,2026-03-21
9,2015-06-30,2015-06-30,BALANCE_SHEET,BALANCE,42,Fitimi/(humbja) e vitit aktual,414,677,1,zba_bs_31.12.2015.pdf,Ziraat Bank,2026-03-21
9,2015-06-30,2015-06-30,BALANCE_SHEET,BALANCE,43,Përbërësit tjerë të ekuitetit,0,0,1,zba_bs_31.12.2015.pdf,Ziraat Bank,2026-03-21
9,2015-06-30,2015-06-30,BALANCE_SHEET,BALANCE,44,Gjithsej ekuiteti i aksionarëve,10,9,1,zba_bs_31.12.2015.pdf,Ziraat Bank,2026-03-21
9,2015-06-30,2015-06-30,BALANCE_SHEET,BALANCE,45,Gjithsej detyrimet dhe ekuiteti i aksionarëve,11,11,1,zba_bs_31.12.2015.pdf,Ziraat Bank,2026-03-21
9,2015-06-30,2015-06-30,INCOME_STATEMENT,INCOME,10,Gjithsej të hyrat,0,404,1,zba_is_31.12.2015.pdf,Ziraat Bank,2026-03-21
9,2015-06-30,2015-06-30,INCOME_STATEMENT,INCOME,14,Fitimi/(humbja) para tatimit,0,414,1,zba_is_31.12.2015.pdf,Ziraat Bank,2026-03-21
9,2015-06-30,2015-06-30,INCOME_STATEMENT,INCOME,16,Fitimi/(humbja) neto,0,414,1,zba_is_31.12.2015.pdf,Ziraat Bank,2026-03-21
9,2016-03-31,2016-03-31,BALANCE_SHEET,BALANCE,20,Paraja e gatshme dhe gjendja me BQK-në,6,4,1,zba_bs_31.12.2016.pdf,Ziraat Bank,2026-03-21
9,2016-03-31,2016-03-31,BALANCE_SHEET,BALANCE,21,Kërkesat ndaj bankave,46,617,1,zba_bs_31.12.2016.pdf,Ziraat Bank,2026-03-21
9,2016-03-31,2016-03-31,BALANCE_SHEET,BALANCE,22,Bonot e thesarit,0,0,1,zba_bs_31.12.2016.pdf,Ziraat Bank,2026-03-21
9,2016-03-31,2016-03-31,BALANCE_SHEET,BALANCE,23,Investimet në letra me vlerë,3,4,1,zba_bs_31.12.2016.pdf,Ziraat Bank,2026-03-21
9,2016-03-31,2016-03-31,BALANCE_SHEET,BALANCE,26,Kreditë dhe paradhëniet ndaj klientëve,2,2,1,zba_bs_31.12.2016.pdf,Ziraat Bank,2026-03-21
9,2016-03-31,2016-03-31,BALANCE_SHEET,BALANCE,27,Patundshmëritë dhe pajisjet,594,560,1,zba_bs_31.12.2016.pdf,Ziraat Bank,2026-03-21
9,2016-03-31,2016-03-31,BALANCE_SHEET,BALANCE,28,Pasuritë e paprekshme,749,708,1,zba_bs_31.12.2016.pdf,Ziraat Bank,2026-03-21
9,2016-03-31,2016-03-31,BALANCE_SHEET,BALANCE,29,Pasuritë tatimore të shtyra,0,0,1,zba_bs_31.12.2016.pdf,Ziraat Bank,2026-03-21
9,2016-03-31,2016-03-31,BALANCE_SHEET,BALANCE,30,Pasuritë tjera,1,1,1,zba_bs_31.12.2016.pdf,Ziraat Bank,2026-03-21
9,2016-03-31,2016-03-31,BALANCE_SHEET,BALANCE,31,Gjithsej pasuritë,11,12,1,zba_bs_31.12.2016.pdf,Ziraat Bank,2026-03-21
9,2016-03-31,2016-03-31,BALANCE_SHEET,BALANCE,32,Depozitat e klientëve,2,3,1,zba_bs_31.12.2016.pdf,Ziraat Bank,2026-03-21
9,2016-03-31,2016-03-31,BALANCE_SHEET,BALANCE,33,Detyrimet ndaj bankave,0,0,1,zba_bs_31.12.2016.pdf,Ziraat Bank,2026-03-21
9,2016-03-31,2016-03-31,BALANCE_SHEET,BALANCE,34,Fondet tjera të huazuara,0,0,1,zba_bs_31.12.2016.pdf,Ziraat Bank,2026-03-21
9,2016-03-31,2016-03-31,BALANCE_SHEET,BALANCE,35,Detyrimet tatimore të shtyra,0,0,1,zba_bs_31.12.2016.pdf,Ziraat Bank,2026-03-21
9,2016-03-31,2016-03-31,BALANCE_SHEET,BALANCE,36,Detyrimet tjera,45,25,1,zba_bs_31.12.2016.pdf,Ziraat Bank,2026-03-21
9,2016-03-31,2016-03-31,BALANCE_SHEET,BALANCE,37,Gjithsej detyrimet,2,3,1,zba_bs_31.12.2016.pdf,Ziraat Bank,2026-03-21
9,2016-03-31,2016-03-31,BALANCE_SHEET,BALANCE,38,Kapitali aksionar,10,10,1,zba_bs_31.12.2016.pdf,Ziraat Bank,2026-03-21
9,2016-03-31,2016-03-31,BALANCE_SHEET,BALANCE,40,Rezervat e kapitalit,0,0,1,zba_bs_31.12.2016.pdf,Ziraat Bank,2026-03-21
9,2016-03-31,2016-03-31,BALANCE_SHEET,BALANCE,41,Fitimi i mbajtur/(humbja) nga vitet paraprake,0,677,1,zba_bs_31.12.2016.pdf,Ziraat Bank,2026-03-21
9,2016-03-31,2016-03-31,BALANCE_SHEET,BALANCE,42,Fitimi/(humbja) e vitit aktual,677,172,1,zba_bs_31.12.2016.pdf,Ziraat Bank,2026-03-21
9,2016-03-31,2016-03-31,BALANCE_SHEET,BALANCE,43,Përbërësit tjerë të ekuitetit,0,0,1,zba_bs_31.12.2016.pdf,Ziraat Bank,2026-03-21
9,2016-03-31,2016-03-31,BALANCE_SHEET,BALANCE,44,Gjithsej ekuiteti i aksionarëve,9,9,1,zba_bs_31.12.2016.pdf,Ziraat Bank,2026-03-21
9,2016-03-31,2016-03-31,BALANCE_SHEET,BALANCE,45,Gjithsej detyrimet dhe ekuiteti i aksionarëve,11,12,1,zba_bs_31.12.2016.pdf,Ziraat Bank,2026-03-21
9,2016-03-31,2016-03-31,INCOME_STATEMENT,INCOME,10,Gjithsej të hyrat,0,661,1,zba_is_31.12.2016.pdf,Ziraat Bank,2026-03-21
9,2016-03-31,2016-03-31,INCOME_STATEMENT,INCOME,12,Provizionet për humbjet nga kreditë,0,16,1,zba_is_31.12.2016.pdf,Ziraat Bank,2026-03-21
9,2016-03-31,2016-03-31,INCOME_STATEMENT,INCOME,14,Fitimi/(humbja) para tatimit,0,677,1,zba_is_31.12.2016.pdf,Ziraat Bank,2026-03-21
