BALANCE_CATEGORY,PREVIOUS_BALANCE_VALUE,CURRENT_BALANCE_VALUE,DT_REPORT,FILE_NAME,CATEGORY_CODE,BANK_ID,STATEMENT_TYPE
Investimet në letra me vlerë,6851,6558,2019-03-31,zba_bs_31.12.2019.pdf,23,9,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,32388,34971,2019-03-31,zba_bs_31.12.2019.pdf,26,9,BALANCE_SHEET
Patundshmëritë dhe pajisjet,847,1238,2019-03-31,zba_bs_31.12.2019.pdf,27,9,BALANCE_SHEET
Pasuritë e paprekshme,362,301,2019-03-31,zba_bs_31.12.2019.pdf,28,9,BALANCE_SHEET
Pasuritë tjera,234,224,2019-03-31,zba_bs_31.12.2019.pdf,30,9,BALANCE_SHEET
Gjithsej pasuritë,43200,52220,2019-03-31,zba_bs_31.12.2019.pdf,31,9,BALANCE_SHEET
Depozitat e klientëve,17422,27135,2019-03-31,zba_bs_31.12.2019.pdf,32,9,BALANCE_SHEET
Detyrimet ndaj bankave,6102,6218,2019-03-31,zba_bs_31.12.2019.pdf,33,9,BALANCE_SHEET
Fondet tjera të huazuara,11793,10501,2019-03-31,zba_bs_31.12.2019.pdf,34,9,BALANCE_SHEET
Detyrimet tjera,73,570,2019-03-31,zba_bs_31.12.2019.pdf,36,9,BALANCE_SHEET
Gjithsej detyrimet,35390,44425,2019-03-31,zba_bs_31.12.2019.pdf,37,9,BALANCE_SHEET
Kapitali aksionar,10000,10000,2019-03-31,zba_bs_31.12.2019.pdf,38,9,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,1733,2191,2019-03-31,zba_bs_31.12.2019.pdf,41,9,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,458,14,2019-03-31,zba_bs_31.12.2019.pdf,42,9,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,7809,7795,2019-03-31,zba_bs_31.12.2019.pdf,44,9,BALANCE_SHEET
Gjithsej detyrimet dhe ekuiteti i aksionarëve,43200,52220,2019-03-31,zba_bs_31.12.2019.pdf,45,9,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,7189,6479,2019-06-30,zba_bs_31.12.2019.pdf,20,9,BALANCE_SHEET
Kërkesat ndaj bankave,1738,350,2019-06-30,zba_bs_31.12.2019.pdf,21,9,BALANCE_SHEET
Investimet në letra me vlerë,6558,7004,2019-06-30,zba_bs_31.12.2019.pdf,23,9,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,34971,40776,2019-06-30,zba_bs_31.12.2019.pdf,26,9,BALANCE_SHEET
Patundshmëritë dhe pajisjet,1238,1145,2019-06-30,zba_bs_31.12.2019.pdf,27,9,BALANCE_SHEET
Pasuritë e paprekshme,301,240,2019-06-30,zba_bs_31.12.2019.pdf,28,9,BALANCE_SHEET
Pasuritë tjera,224,232,2019-06-30,zba_bs_31.12.2019.pdf,30,9,BALANCE_SHEET
Gjithsej pasuritë,52220,56226,2019-06-30,zba_bs_31.12.2019.pdf,31,9,BALANCE_SHEET
Depozitat e klientëve,27135,26432,2019-06-30,zba_bs_31.12.2019.pdf,32,9,BALANCE_SHEET
Detyrimet ndaj bankave,6218,11082,2019-06-30,zba_bs_31.12.2019.pdf,33,9,BALANCE_SHEET
Fondet tjera të huazuara,10501,10504,2019-06-30,zba_bs_31.12.2019.pdf,34,9,BALANCE_SHEET
Detyrimet tjera,570,506,2019-06-30,zba_bs_31.12.2019.pdf,36,9,BALANCE_SHEET
Gjithsej detyrimet,44425,48523,2019-06-30,zba_bs_31.12.2019.pdf,37,9,BALANCE_SHEET
Kapitali aksionar,10000,10000,2019-06-30,zba_bs_31.12.2019.pdf,38,9,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,2191,2191,2019-06-30,zba_bs_31.12.2019.pdf,41,9,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,14,106,2019-06-30,zba_bs_31.12.2019.pdf,42,9,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,7795,7703,2019-06-30,zba_bs_31.12.2019.pdf,44,9,BALANCE_SHEET
Gjithsej detyrimet dhe ekuiteti i aksionarëve,52220,56226,2019-06-30,zba_bs_31.12.2019.pdf,45,9,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,6479,5752,2019-09-30,zba_bs_31.12.2019.pdf,20,9,BALANCE_SHEET
Kërkesat ndaj bankave,350,1370,2019-09-30,zba_bs_31.12.2019.pdf,21,9,BALANCE_SHEET
Investimet në letra me vlerë,7004,6760,2019-09-30,zba_bs_31.12.2019.pdf,23,9,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,40776,43211,2019-09-30,zba_bs_31.12.2019.pdf,26,9,BALANCE_SHEET
Patundshmëritë dhe pajisjet,1145,1101,2019-09-30,zba_bs_31.12.2019.pdf,27,9,BALANCE_SHEET
Pasuritë e paprekshme,240,225,2019-09-30,zba_bs_31.12.2019.pdf,28,9,BALANCE_SHEET
Pasuritë tjera,232,239,2019-09-30,zba_bs_31.12.2019.pdf,30,9,BALANCE_SHEET
Gjithsej pasuritë,56226,58658,2019-09-30,zba_bs_31.12.2019.pdf,31,9,BALANCE_SHEET
Depozitat e klientëve,26432,32640,2019-09-30,zba_bs_31.12.2019.pdf,32,9,BALANCE_SHEET
Detyrimet ndaj bankave,11082,6853,2019-09-30,zba_bs_31.12.2019.pdf,33,9,BALANCE_SHEET
Fondet tjera të huazuara,10504,11004,2019-09-30,zba_bs_31.12.2019.pdf,34,9,BALANCE_SHEET
Detyrimet tjera,506,336,2019-09-30,zba_bs_31.12.2019.pdf,36,9,BALANCE_SHEET
Gjithsej detyrimet,48523,50834,2019-09-30,zba_bs_31.12.2019.pdf,37,9,BALANCE_SHEET
Kapitali aksionar,10000,10000,2019-09-30,zba_bs_31.12.2019.pdf,38,9,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,2191,2191,2019-09-30,zba_bs_31.12.2019.pdf,41,9,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,106,15,2019-09-30,zba_bs_31.12.2019.pdf,42,9,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,7703,7824,2019-09-30,zba_bs_31.12.2019.pdf,44,9,BALANCE_SHEET
Gjithsej detyrimet dhe ekuiteti i aksionarëve,56226,58658,2019-09-30,zba_bs_31.12.2019.pdf,45,9,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,5752,10399,2019-12-31,zba_bs_31.12.2019.pdf,20,9,BALANCE_SHEET
Kërkesat ndaj bankave,1370,1321,2019-12-31,zba_bs_31.12.2019.pdf,21,9,BALANCE_SHEET
Investimet në letra me vlerë,6760,6600,2019-12-31,zba_bs_31.12.2019.pdf,23,9,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,43211,43854,2019-12-31,zba_bs_31.12.2019.pdf,26,9,BALANCE_SHEET
Patundshmëritë dhe pajisjet,1101,1055,2019-12-31,zba_bs_31.12.2019.pdf,27,9,BALANCE_SHEET
Pasuritë e paprekshme,225,283,2019-12-31,zba_bs_31.12.2019.pdf,28,9,BALANCE_SHEET
Pasuritë tjera,239,36,2019-12-31,zba_bs_31.12.2019.pdf,30,9,BALANCE_SHEET
Gjithsej pasuritë,58658,63735,2019-12-31,zba_bs_31.12.2019.pdf,31,9,BALANCE_SHEET
Depozitat e klientëve,32640,39539,2019-12-31,zba_bs_31.12.2019.pdf,32,9,BALANCE_SHEET
Detyrimet ndaj bankave,6853,16042,2019-12-31,zba_bs_31.12.2019.pdf,33,9,BALANCE_SHEET
Detyrimet tjera,336,331,2019-12-31,zba_bs_31.12.2019.pdf,36,9,BALANCE_SHEET
Gjithsej detyrimet,50834,55912,2019-12-31,zba_bs_31.12.2019.pdf,37,9,BALANCE_SHEET
Kapitali aksionar,10000,10000,2019-12-31,zba_bs_31.12.2019.pdf,38,9,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,2191,2191,2019-12-31,zba_bs_31.12.2019.pdf,41,9,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,15,14,2019-12-31,zba_bs_31.12.2019.pdf,42,9,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,7824,7823,2019-12-31,zba_bs_31.12.2019.pdf,44,9,BALANCE_SHEET
Gjithsej detyrimet dhe ekuiteti i aksionarëve,58658,63735,2019-12-31,zba_bs_31.12.2019.pdf,45,9,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,10399,7755,2020-03-31,zba_bs_31.12.2020.pdf,20,9,BALANCE_SHEET
Kërkesat ndaj bankave,1321,480,2020-03-31,zba_bs_31.12.2020.pdf,21,9,BALANCE_SHEET
Investimet në letra me vlerë,6600,6943,2020-03-31,zba_bs_31.12.2020.pdf,23,9,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,43854,46714,2020-03-31,zba_bs_31.12.2020.pdf,26,9,BALANCE_SHEET
Patundshmëritë dhe pajisjet,1055,1315,2020-03-31,zba_bs_31.12.2020.pdf,27,9,BALANCE_SHEET
Pasuritë e paprekshme,283,228,2020-03-31,zba_bs_31.12.2020.pdf,28,9,BALANCE_SHEET
Pasuritë tatimore të shtyra,187,187,2020-03-31,zba_bs_31.12.2020.pdf,29,9,BALANCE_SHEET
Pasuritë tjera,36,34,2020-03-31,zba_bs_31.12.2020.pdf,30,9,BALANCE_SHEET
Gjithsej pasuritë,63735,63656,2020-03-31,zba_bs_31.12.2020.pdf,31,9,BALANCE_SHEET
Depozitat e klientëve,39539,44995,2020-03-31,zba_bs_31.12.2020.pdf,32,9,BALANCE_SHEET
Detyrimet ndaj bankave,16042,4108,2020-03-31,zba_bs_31.12.2020.pdf,33,9,BALANCE_SHEET
Fondet tjera të huazuara,0,5504,2020-03-31,zba_bs_31.12.2020.pdf,34,9,BALANCE_SHEET
Detyrimet tjera,331,693,2020-03-31,zba_bs_31.12.2020.pdf,36,9,BALANCE_SHEET
Gjithsej detyrimet,55912,55300,2020-03-31,zba_bs_31.12.2020.pdf,37,9,BALANCE_SHEET
Kapitali aksionar,10000,10000,2020-03-31,zba_bs_31.12.2020.pdf,38,9,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,2191,2177,2020-03-31,zba_bs_31.12.2020.pdf,41,9,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,14,368,2020-03-31,zba_bs_31.12.2020.pdf,42,9,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,7823,8356,2020-03-31,zba_bs_31.12.2020.pdf,44,9,BALANCE_SHEET
Gjithsej detyrimet dhe ekuiteti i aksionarëve,63735,63656,2020-03-31,zba_bs_31.12.2020.pdf,45,9,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,7755,7187,2020-06-30,zba_bs_31.12.2020.pdf,20,9,BALANCE_SHEET
Kërkesat ndaj bankave,480,711,2020-06-30,zba_bs_31.12.2020.pdf,21,9,BALANCE_SHEET
Investimet në letra me vlerë,6943,7001,2020-06-30,zba_bs_31.12.2020.pdf,23,9,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,46714,48328,2020-06-30,zba_bs_31.12.2020.pdf,26,9,BALANCE_SHEET
Patundshmëritë dhe pajisjet,1315,1233,2020-06-30,zba_bs_31.12.2020.pdf,27,9,BALANCE_SHEET
Pasuritë e paprekshme,228,215,2020-06-30,zba_bs_31.12.2020.pdf,28,9,BALANCE_SHEET
Pasuritë tatimore të shtyra,187,187,2020-06-30,zba_bs_31.12.2020.pdf,29,9,BALANCE_SHEET
Pasuritë tjera,34,156,2020-06-30,zba_bs_31.12.2020.pdf,30,9,BALANCE_SHEET
Gjithsej pasuritë,63656,65018,2020-06-30,zba_bs_31.12.2020.pdf,31,9,BALANCE_SHEET
Depozitat e klientëve,44995,43899,2020-06-30,zba_bs_31.12.2020.pdf,32,9,BALANCE_SHEET
Detyrimet ndaj bankave,4108,6187,2020-06-30,zba_bs_31.12.2020.pdf,33,9,BALANCE_SHEET
Fondet tjera të huazuara,5504,5500,2020-06-30,zba_bs_31.12.2020.pdf,34,9,BALANCE_SHEET
Detyrimet tjera,693,979,2020-06-30,zba_bs_31.12.2020.pdf,36,9,BALANCE_SHEET
Gjithsej detyrimet,55300,56565,2020-06-30,zba_bs_31.12.2020.pdf,37,9,BALANCE_SHEET
Kapitali aksionar,10000,10000,2020-06-30,zba_bs_31.12.2020.pdf,38,9,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,2177,2177,2020-06-30,zba_bs_31.12.2020.pdf,41,9,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,368,466,2020-06-30,zba_bs_31.12.2020.pdf,42,9,BALANCE_SHEET
Përbërësit tjerë të ekuitetit,164,164,2020-06-30,zba_bs_31.12.2020.pdf,43,9,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,8356,8453,2020-06-30,zba_bs_31.12.2020.pdf,44,9,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,7187,7688,2020-09-30,zba_bs_31.12.2020.pdf,20,9,BALANCE_SHEET
Kërkesat ndaj bankave,711,683,2020-09-30,zba_bs_31.12.2020.pdf,21,9,BALANCE_SHEET
Investimet në letra me vlerë,7001,7011,2020-09-30,zba_bs_31.12.2020.pdf,23,9,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,48328,49467,2020-09-30,zba_bs_31.12.2020.pdf,26,9,BALANCE_SHEET
Patundshmëritë dhe pajisjet,1233,1148,2020-09-30,zba_bs_31.12.2020.pdf,27,9,BALANCE_SHEET
Pasuritë e paprekshme,215,228,2020-09-30,zba_bs_31.12.2020.pdf,28,9,BALANCE_SHEET
Pasuritë tatimore të shtyra,187,187,2020-09-30,zba_bs_31.12.2020.pdf,29,9,BALANCE_SHEET
Pasuritë tjera,156,81,2020-09-30,zba_bs_31.12.2020.pdf,30,9,BALANCE_SHEET
Gjithsej pasuritë,65018,66493,2020-09-30,zba_bs_31.12.2020.pdf,31,9,BALANCE_SHEET
Depozitat e klientëve,43899,43392,2020-09-30,zba_bs_31.12.2020.pdf,32,9,BALANCE_SHEET
Detyrimet ndaj bankave,6187,9213,2020-09-30,zba_bs_31.12.2020.pdf,33,9,BALANCE_SHEET
Fondet tjera të huazuara,5500,4551,2020-09-30,zba_bs_31.12.2020.pdf,34,9,BALANCE_SHEET
Detyrimet tjera,979,593,2020-09-30,zba_bs_31.12.2020.pdf,36,9,BALANCE_SHEET
Gjithsej detyrimet,56565,57748,2020-09-30,zba_bs_31.12.2020.pdf,37,9,BALANCE_SHEET
Kapitali aksionar,10000,10000,2020-09-30,zba_bs_31.12.2020.pdf,38,9,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,2177,2177,2020-09-30,zba_bs_31.12.2020.pdf,41,9,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,466,758,2020-09-30,zba_bs_31.12.2020.pdf,42,9,BALANCE_SHEET
Përbërësit tjerë të ekuitetit,164,164,2020-09-30,zba_bs_31.12.2020.pdf,43,9,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,8453,8745,2020-09-30,zba_bs_31.12.2020.pdf,44,9,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,7688,8960,2020-12-31,zba_bs_31.12.2020.pdf,20,9,BALANCE_SHEET
Kërkesat ndaj bankave,683,1024,2020-12-31,zba_bs_31.12.2020.pdf,21,9,BALANCE_SHEET
Bonot e thesarit,0,0,2020-12-31,zba_bs_31.12.2020.pdf,22,9,BALANCE_SHEET
Investimet në letra me vlerë,7011,6865,2020-12-31,zba_bs_31.12.2020.pdf,23,9,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,49467,56416,2020-12-31,zba_bs_31.12.2020.pdf,26,9,BALANCE_SHEET
Patundshmëritë dhe pajisjet,1148,1838,2020-12-31,zba_bs_31.12.2020.pdf,27,9,BALANCE_SHEET
Pasuritë e paprekshme,228,278,2020-12-31,zba_bs_31.12.2020.pdf,28,9,BALANCE_SHEET
Pasuritë tatimore të shtyra,187,187,2020-12-31,zba_bs_31.12.2020.pdf,29,9,BALANCE_SHEET
Pasuritë tjera,81,283,2020-12-31,zba_bs_31.12.2020.pdf,30,9,BALANCE_SHEET
Gjithsej pasuritë,66493,75852,2020-12-31,zba_bs_31.12.2020.pdf,31,9,BALANCE_SHEET
Depozitat e klientëve,43392,56755,2020-12-31,zba_bs_31.12.2020.pdf,32,9,BALANCE_SHEET
Detyrimet ndaj bankave,9213,4189,2020-12-31,zba_bs_31.12.2020.pdf,33,9,BALANCE_SHEET
Fondet tjera të huazuara,4551,4553,2020-12-31,zba_bs_31.12.2020.pdf,34,9,BALANCE_SHEET
Detyrimet tatimore të shtyra,0,0,2020-12-31,zba_bs_31.12.2020.pdf,35,9,BALANCE_SHEET
Detyrimet tjera,593,1350,2020-12-31,zba_bs_31.12.2020.pdf,36,9,BALANCE_SHEET
Gjithsej detyrimet,57748,66846,2020-12-31,zba_bs_31.12.2020.pdf,37,9,BALANCE_SHEET
Kapitali aksionar,10000,10000,2020-12-31,zba_bs_31.12.2020.pdf,38,9,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,2177,2177,2020-12-31,zba_bs_31.12.2020.pdf,41,9,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,758,1018,2020-12-31,zba_bs_31.12.2020.pdf,42,9,BALANCE_SHEET
Përbërësit tjerë të ekuitetit,164,164,2020-12-31,zba_bs_31.12.2020.pdf,43,9,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,8745,9006,2020-12-31,zba_bs_31.12.2020.pdf,44,9,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,8949,6407,2021-03-31,zba_bs_31.12.2021.pdf,20,9,BALANCE_SHEET
Kërkesat ndaj bankave,1022,1645,2021-03-31,zba_bs_31.12.2021.pdf,21,9,BALANCE_SHEET
Bonot e thesarit,0,0,2021-03-31,zba_bs_31.12.2021.pdf,22,9,BALANCE_SHEET
Investimet në letra me vlerë,6858,6974,2021-03-31,zba_bs_31.12.2021.pdf,23,9,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,56491,58658,2021-03-31,zba_bs_31.12.2021.pdf,26,9,BALANCE_SHEET
Patundshmëritë dhe pajisjet,1526,1930,2021-03-31,zba_bs_31.12.2021.pdf,27,9,BALANCE_SHEET
Pasuritë e paprekshme,278,258,2021-03-31,zba_bs_31.12.2021.pdf,28,9,BALANCE_SHEET
Pasuritë tatimore të shtyra,38,38,2021-03-31,zba_bs_31.12.2021.pdf,29,9,BALANCE_SHEET
Pasuritë tjera,284,208,2021-03-31,zba_bs_31.12.2021.pdf,30,9,BALANCE_SHEET
Gjithsej pasuritë,75446,76119,2021-03-31,zba_bs_31.12.2021.pdf,31,9,BALANCE_SHEET
Depozitat e klientëve,58483,58307,2021-03-31,zba_bs_31.12.2021.pdf,32,9,BALANCE_SHEET
Detyrimet ndaj bankave,2460,4201,2021-03-31,zba_bs_31.12.2021.pdf,33,9,BALANCE_SHEET
Fondet tjera të huazuara,4553,3502,2021-03-31,zba_bs_31.12.2021.pdf,34,9,BALANCE_SHEET
Detyrimet tatimore të shtyra,0,0,2021-03-31,zba_bs_31.12.2021.pdf,35,9,BALANCE_SHEET
Detyrimet tjera,1019,992,2021-03-31,zba_bs_31.12.2021.pdf,36,9,BALANCE_SHEET
Gjithsej detyrimet,66514,67001,2021-03-31,zba_bs_31.12.2021.pdf,37,9,BALANCE_SHEET
Kapitali aksionar,10000,10000,2021-03-31,zba_bs_31.12.2021.pdf,38,9,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,2067,1068,2021-03-31,zba_bs_31.12.2021.pdf,41,9,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,990,178,2021-03-31,zba_bs_31.12.2021.pdf,42,9,BALANCE_SHEET
Përbërësit tjerë të ekuitetit,8,7,2021-03-31,zba_bs_31.12.2021.pdf,43,9,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,8932,9117,2021-03-31,zba_bs_31.12.2021.pdf,44,9,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,6407,6637,2021-06-30,zba_bs_31.12.2021.pdf,20,9,BALANCE_SHEET
Kërkesat ndaj bankave,1645,944,2021-06-30,zba_bs_31.12.2021.pdf,21,9,BALANCE_SHEET
Bonot e thesarit,0,0,2021-06-30,zba_bs_31.12.2021.pdf,22,9,BALANCE_SHEET
Investimet në letra me vlerë,6974,7005,2021-06-30,zba_bs_31.12.2021.pdf,23,9,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,58658,60521,2021-06-30,zba_bs_31.12.2021.pdf,26,9,BALANCE_SHEET
Patundshmëritë dhe pajisjet,1930,1870,2021-06-30,zba_bs_31.12.2021.pdf,27,9,BALANCE_SHEET
Pasuritë e paprekshme,258,240,2021-06-30,zba_bs_31.12.2021.pdf,28,9,BALANCE_SHEET
Pasuritë tatimore të shtyra,38,38,2021-06-30,zba_bs_31.12.2021.pdf,29,9,BALANCE_SHEET
Pasuritë tjera,208,249,2021-06-30,zba_bs_31.12.2021.pdf,30,9,BALANCE_SHEET
Gjithsej pasuritë,76119,77504,2021-06-30,zba_bs_31.12.2021.pdf,31,9,BALANCE_SHEET
Depozitat e klientëve,58307,58600,2021-06-30,zba_bs_31.12.2021.pdf,32,9,BALANCE_SHEET
Detyrimet ndaj bankave,4201,4131,2021-06-30,zba_bs_31.12.2021.pdf,33,9,BALANCE_SHEET
Fondet tjera të huazuara,3502,4504,2021-06-30,zba_bs_31.12.2021.pdf,34,9,BALANCE_SHEET
Detyrimet tatimore të shtyra,0,0,2021-06-30,zba_bs_31.12.2021.pdf,35,9,BALANCE_SHEET
Detyrimet tjera,992,1199,2021-06-30,zba_bs_31.12.2021.pdf,36,9,BALANCE_SHEET
Gjithsej detyrimet,67001,68435,2021-06-30,zba_bs_31.12.2021.pdf,37,9,BALANCE_SHEET
Kapitali aksionar,10000,10000,2021-06-30,zba_bs_31.12.2021.pdf,38,9,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,1068,1236,2021-06-30,zba_bs_31.12.2021.pdf,41,9,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,178,299,2021-06-30,zba_bs_31.12.2021.pdf,42,9,BALANCE_SHEET
Përbërësit tjerë të ekuitetit,7,7,2021-06-30,zba_bs_31.12.2021.pdf,43,9,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,9117,9069,2021-06-30,zba_bs_31.12.2021.pdf,44,9,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,6637,9461,2021-09-30,zba_bs_31.12.2021.pdf,20,9,BALANCE_SHEET
Kërkesat ndaj bankave,944,982,2021-09-30,zba_bs_31.12.2021.pdf,21,9,BALANCE_SHEET
Bonot e thesarit,0,0,2021-09-30,zba_bs_31.12.2021.pdf,22,9,BALANCE_SHEET
Investimet në letra me vlerë,7005,7013,2021-09-30,zba_bs_31.12.2021.pdf,23,9,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,60521,64517,2021-09-30,zba_bs_31.12.2021.pdf,26,9,BALANCE_SHEET
Patundshmëritë dhe pajisjet,1870,1787,2021-09-30,zba_bs_31.12.2021.pdf,27,9,BALANCE_SHEET
Pasuritë e paprekshme,240,222,2021-09-30,zba_bs_31.12.2021.pdf,28,9,BALANCE_SHEET
Pasuritë tatimore të shtyra,38,38,2021-09-30,zba_bs_31.12.2021.pdf,29,9,BALANCE_SHEET
Pasuritë tjera,249,166,2021-09-30,zba_bs_31.12.2021.pdf,30,9,BALANCE_SHEET
Gjithsej pasuritë,77504,84186,2021-09-30,zba_bs_31.12.2021.pdf,31,9,BALANCE_SHEET
Depozitat e klientëve,58600,61770,2021-09-30,zba_bs_31.12.2021.pdf,32,9,BALANCE_SHEET
Detyrimet ndaj bankave,4131,4130,2021-09-30,zba_bs_31.12.2021.pdf,33,9,BALANCE_SHEET
Fondet tjera të huazuara,4504,8017,2021-09-30,zba_bs_31.12.2021.pdf,34,9,BALANCE_SHEET
Detyrimet tatimore të shtyra,0,0,2021-09-30,zba_bs_31.12.2021.pdf,35,9,BALANCE_SHEET
Detyrimet tjera,1199,973,2021-09-30,zba_bs_31.12.2021.pdf,36,9,BALANCE_SHEET
Gjithsej detyrimet,68435,74890,2021-09-30,zba_bs_31.12.2021.pdf,37,9,BALANCE_SHEET
Kapitali aksionar,10000,10000,2021-09-30,zba_bs_31.12.2021.pdf,38,9,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,1236,1068,2021-09-30,zba_bs_31.12.2021.pdf,41,9,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,299,357,2021-09-30,zba_bs_31.12.2021.pdf,42,9,BALANCE_SHEET
Përbërësit tjerë të ekuitetit,7,7,2021-09-30,zba_bs_31.12.2021.pdf,43,9,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,9069,9296,2021-09-30,zba_bs_31.12.2021.pdf,44,9,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,9461,7739,2021-12-31,zba_bs_31.12.2021.pdf,20,9,BALANCE_SHEET
Kërkesat ndaj bankave,982,11378,2021-12-31,zba_bs_31.12.2021.pdf,21,9,BALANCE_SHEET
Bonot e thesarit,0,0,2021-12-31,zba_bs_31.12.2021.pdf,22,9,BALANCE_SHEET
Investimet në letra me vlerë,7013,7004,2021-12-31,zba_bs_31.12.2021.pdf,23,9,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,64517,65514,2021-12-31,zba_bs_31.12.2021.pdf,26,9,BALANCE_SHEET
Patundshmëritë dhe pajisjet,1787,1731,2021-12-31,zba_bs_31.12.2021.pdf,27,9,BALANCE_SHEET
Pasuritë e paprekshme,222,206,2021-12-31,zba_bs_31.12.2021.pdf,28,9,BALANCE_SHEET
Pasuritë tatimore të shtyra,38,0,2021-12-31,zba_bs_31.12.2021.pdf,29,9,BALANCE_SHEET
Pasuritë tjera,166,280,2021-12-31,zba_bs_31.12.2021.pdf,30,9,BALANCE_SHEET
Gjithsej pasuritë,84186,93851,2021-12-31,zba_bs_31.12.2021.pdf,31,9,BALANCE_SHEET
Depozitat e klientëve,61770,69870,2021-12-31,zba_bs_31.12.2021.pdf,32,9,BALANCE_SHEET
Detyrimet ndaj bankave,4130,4034,2021-12-31,zba_bs_31.12.2021.pdf,33,9,BALANCE_SHEET
Fondet tjera të huazuara,8017,9545,2021-12-31,zba_bs_31.12.2021.pdf,34,9,BALANCE_SHEET
Detyrimet tatimore të shtyra,0,0,2021-12-31,zba_bs_31.12.2021.pdf,35,9,BALANCE_SHEET
Detyrimet tjera,973,905,2021-12-31,zba_bs_31.12.2021.pdf,36,9,BALANCE_SHEET
Gjithsej detyrimet,74890,84354,2021-12-31,zba_bs_31.12.2021.pdf,37,9,BALANCE_SHEET
Kapitali aksionar,10000,10000,2021-12-31,zba_bs_31.12.2021.pdf,38,9,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,1068,1076,2021-12-31,zba_bs_31.12.2021.pdf,41,9,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,357,565,2021-12-31,zba_bs_31.12.2021.pdf,42,9,BALANCE_SHEET
Përbërësit tjerë të ekuitetit,7,0,2021-12-31,zba_bs_31.12.2021.pdf,43,9,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,9296,9497,2021-12-31,zba_bs_31.12.2021.pdf,44,9,BALANCE_SHEET
