BALANCE_CATEGORY,PREVIOUS_BALANCE_VALUE,CURRENT_BALANCE_VALUE,DT_REPORT,FILE_NAME,CATEGORY_CODE,BANK_ID,STATEMENT_TYPE
Pasuritë tatimore të shtyra,0.0,0.0,2022-06-30,be_bs_30.06.2022.pdf,29,3,BALANCE_SHEET
Pasuritë tjera,4853.0,5486.0,2022-06-30,be_bs_30.06.2022.pdf,30,3,BALANCE_SHEET
Gjithsej pasuritë,433639.0,453344.0,2022-06-30,be_bs_30.06.2022.pdf,31,3,BALANCE_SHEET
Depozitat e klientëve,380977.0,395713.0,2022-06-30,be_bs_30.06.2022.pdf,32,3,BALANCE_SHEET
Detyrimet ndaj bankave,1088.0,1089.0,2022-06-30,be_bs_30.06.2022.pdf,33,3,BALANCE_SHEET
Fondet tjera të huazuara,0.0,0.0,2022-06-30,be_bs_30.06.2022.pdf,34,3,BALANCE_SHEET
Detyrimet tatimore të shtyra,0.0,0.0,2022-06-30,be_bs_30.06.2022.pdf,35,3,BALANCE_SHEET
Detyrimet tjera,3479.0,8140.0,2022-06-30,be_bs_30.06.2022.pdf,36,3,BALANCE_SHEET
Gjithsej detyrimet,385544.0,404942.0,2022-06-30,be_bs_30.06.2022.pdf,37,3,BALANCE_SHEET
Kapitali aksionar,29422.0,29422.0,2022-06-30,be_bs_30.06.2022.pdf,38,3,BALANCE_SHEET
Rezervat e kapitalit,4688.0,4698.0,2022-06-30,be_bs_30.06.2022.pdf,40,3,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,11087.0,9087.0,2022-06-30,be_bs_30.06.2022.pdf,41,3,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,2897.0,5196.0,2022-06-30,be_bs_30.06.2022.pdf,42,3,BALANCE_SHEET
Përbërësit tjerë të ekuitetit,0.0,0.0,2022-06-30,be_bs_30.06.2022.pdf,43,3,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,48094.0,48402.0,2022-06-30,be_bs_30.06.2022.pdf,44,3,BALANCE_SHEET
Gjithsej detyrimet dhe ekuiteti i aksionarëve,433639.0,453344.0,2022-06-30,be_bs_30.06.2022.pdf,45,3,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,59546.0,57446.0,2023-06-30,be_bs_30.06.2023.pdf,20,3,BALANCE_SHEET
Kërkesat ndaj bankave,18064.0,10243.0,2023-06-30,be_bs_30.06.2023.pdf,21,3,BALANCE_SHEET
Bonot e thesarit,0.0,0.0,2023-06-30,be_bs_30.06.2023.pdf,22,3,BALANCE_SHEET
Investimet në letra me vlerë,30860.0,4654.0,2023-06-30,be_bs_30.06.2023.pdf,23,3,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,408957.0,444832.0,2023-06-30,be_bs_30.06.2023.pdf,26,3,BALANCE_SHEET
Patundshmëritë dhe pajisjet,15299.0,14908.0,2023-06-30,be_bs_30.06.2023.pdf,27,3,BALANCE_SHEET
Pasuritë e paprekshme,618.0,938.0,2023-06-30,be_bs_30.06.2023.pdf,28,3,BALANCE_SHEET
Pasuritë tatimore të shtyra,0.0,0.0,2023-06-30,be_bs_30.06.2023.pdf,29,3,BALANCE_SHEET
Pasuritë tjera,11832.0,11500.0,2023-06-30,be_bs_30.06.2023.pdf,30,3,BALANCE_SHEET
Gjithsej pasuritë,545174.0,544522.0,2023-06-30,be_bs_30.06.2023.pdf,31,3,BALANCE_SHEET
Depozitat e klientëve,483101.0,475570.0,2023-06-30,be_bs_30.06.2023.pdf,32,3,BALANCE_SHEET
Detyrimet ndaj bankave,801.0,188.0,2023-06-30,be_bs_30.06.2023.pdf,33,3,BALANCE_SHEET
Fondet tjera të huazuara,0.0,0.0,2023-06-30,be_bs_30.06.2023.pdf,34,3,BALANCE_SHEET
Detyrimet tatimore të shtyra,0.0,0.0,2023-06-30,be_bs_30.06.2023.pdf,35,3,BALANCE_SHEET
Detyrimet tjera,4467.0,8495.0,2023-06-30,be_bs_30.06.2023.pdf,36,3,BALANCE_SHEET
Gjithsej detyrimet,488369.0,484253.0,2023-06-30,be_bs_30.06.2023.pdf,37,3,BALANCE_SHEET
Kapitali aksionar,29422.0,29422.0,2023-06-30,be_bs_30.06.2023.pdf,38,3,BALANCE_SHEET
Rezervat e kapitalit,4784.0,4795.0,2023-06-30,be_bs_30.06.2023.pdf,40,3,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,19107.0,19107.0,2023-06-30,be_bs_30.06.2023.pdf,41,3,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,3492.0,6945.0,2023-06-30,be_bs_30.06.2023.pdf,42,3,BALANCE_SHEET
Përbërësit tjerë të ekuitetit,0.0,0.0,2023-06-30,be_bs_30.06.2023.pdf,43,3,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,56805.0,60269.0,2023-06-30,be_bs_30.06.2023.pdf,44,3,BALANCE_SHEET
Gjithsej detyrimet dhe ekuiteti i aksionarëve,545174.0,544522.0,2023-06-30,be_bs_30.06.2023.pdf,45,3,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,51096.0,51501.0,2024-06-30,be_bs_30.06.2024.pdf,20,3,BALANCE_SHEET
Kërkesat ndaj bankave,31013.0,23429.0,2024-06-30,be_bs_30.06.2024.pdf,21,3,BALANCE_SHEET
Bonot e thesarit,0.0,0.0,2024-06-30,be_bs_30.06.2024.pdf,22,3,BALANCE_SHEET
Investimet në letra me vlerë,50160.0,83216.0,2024-06-30,be_bs_30.06.2024.pdf,23,3,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,452265.0,472430.0,2024-06-30,be_bs_30.06.2024.pdf,26,3,BALANCE_SHEET
Patundshmëritë dhe pajisjet,14187.0,13903.0,2024-06-30,be_bs_30.06.2024.pdf,27,3,BALANCE_SHEET
Pasuritë e paprekshme,1619.0,2097.0,2024-06-30,be_bs_30.06.2024.pdf,28,3,BALANCE_SHEET
Pasuritë tatimore të shtyra,0.0,0.0,2024-06-30,be_bs_30.06.2024.pdf,29,3,BALANCE_SHEET
Pasuritë tjera,9898.0,11102.0,2024-06-30,be_bs_30.06.2024.pdf,30,3,BALANCE_SHEET
Gjithsej pasuritë,610237.0,657678.0,2024-06-30,be_bs_30.06.2024.pdf,31,3,BALANCE_SHEET
Depozitat e klientëve,537814.0,584564.0,2024-06-30,be_bs_30.06.2024.pdf,32,3,BALANCE_SHEET
Detyrimet ndaj bankave,1943.0,2244.0,2024-06-30,be_bs_30.06.2024.pdf,33,3,BALANCE_SHEET
Fondet tjera të huazuara,0.0,0.0,2024-06-30,be_bs_30.06.2024.pdf,34,3,BALANCE_SHEET
Detyrimet tatimore të shtyra,0.0,0.0,2024-06-30,be_bs_30.06.2024.pdf,35,3,BALANCE_SHEET
,4436.0,3918.0,2024-06-30,be_bs_30.06.2024.pdf,,3,BALANCE_SHEET
Gjithsej detyrimet,544193.0,590726.0,2024-06-30,be_bs_30.06.2024.pdf,37,3,BALANCE_SHEET
Kapitali aksionar,29422.0,29422.0,2024-06-30,be_bs_30.06.2024.pdf,38,3,BALANCE_SHEET
Rezervat e kapitalit,4712.0,4593.0,2024-06-30,be_bs_30.06.2024.pdf,40,3,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,29893.0,27833.0,2024-06-30,be_bs_30.06.2024.pdf,41,3,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,2.017,5103.0,2024-06-30,be_bs_30.06.2024.pdf,42,3,BALANCE_SHEET
Përbërësit tjerë të ekuitetit,0.0,0.0,2024-06-30,be_bs_30.06.2024.pdf,43,3,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,66044.0,66952.0,2024-06-30,be_bs_30.06.2024.pdf,44,3,BALANCE_SHEET
Gjithsej detyrimet dhe ekuiteti i aksionarëve,610237.0,657678.0,2024-06-30,be_bs_30.06.2024.pdf,45,3,BALANCE_SHEET
,0.0,0.0,2025-06-30,be_bs_30.06.2025.pdf,,3,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,59145.0,64726.0,2025-06-30,be_bs_30.06.2025.pdf,20,3,BALANCE_SHEET
Kërkesat ndaj bankave,23012.0,22333.0,2025-06-30,be_bs_30.06.2025.pdf,21,3,BALANCE_SHEET
Bonot e thesarit,0.0,0.0,2025-06-30,be_bs_30.06.2025.pdf,22,3,BALANCE_SHEET
Investimet në letra me vlerë,60498.0,52046.0,2025-06-30,be_bs_30.06.2025.pdf,23,3,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,497536.0,511333.0,2025-06-30,be_bs_30.06.2025.pdf,26,3,BALANCE_SHEET
Patundshmëritë dhe pajisjet,13670.0,13368.0,2025-06-30,be_bs_30.06.2025.pdf,27,3,BALANCE_SHEET
Pasuritë e paprekshme,2532.0,2465.0,2025-06-30,be_bs_30.06.2025.pdf,28,3,BALANCE_SHEET
Pasuritë tatimore të shtyra,0.0,0.0,2025-06-30,be_bs_30.06.2025.pdf,29,3,BALANCE_SHEET
Pasuritë tjera,9804.0,9733.0,2025-06-30,be_bs_30.06.2025.pdf,30,3,BALANCE_SHEET
Gjithsej pasuritë,666196.0,676005.0,2025-06-30,be_bs_30.06.2025.pdf,31,3,BALANCE_SHEET
Depozitat e klientëve,538768.0,589249.0,2025-06-30,be_bs_30.06.2025.pdf,32,3,BALANCE_SHEET
Detyrimet ndaj bankave,2503.0,2497.0,2025-06-30,be_bs_30.06.2025.pdf,33,3,BALANCE_SHEET
Fondet tjera të huazuara,0.0,2059.0,2025-06-30,be_bs_30.06.2025.pdf,34,3,BALANCE_SHEET
Detyrimet tatimore të shtyra,0.0,0.0,2025-06-30,be_bs_30.06.2025.pdf,35,3,BALANCE_SHEET
Detyrimet tjera,4315.0,4346.0,2025-06-30,be_bs_30.06.2025.pdf,36,3,BALANCE_SHEET
Gjithsej detyrimet,590586.0,598151.0,2025-06-30,be_bs_30.06.2025.pdf,37,3,BALANCE_SHEET
Kapitali aksionar,29422.0,29422.0,2025-06-30,be_bs_30.06.2025.pdf,38,3,BALANCE_SHEET
Rezervat e kapitalit,4854.0,4797.0,2025-06-30,be_bs_30.06.2025.pdf,40,3,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,38529.0,38529.0,2025-06-30,be_bs_30.06.2025.pdf,41,3,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,2805.0,5106.0,2025-06-30,be_bs_30.06.2025.pdf,42,3,BALANCE_SHEET
Përbërësit tjerë të ekuitetit,0.0,0.0,2025-06-30,be_bs_30.06.2025.pdf,43,3,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,75610.0,77853.0,2025-06-30,be_bs_30.06.2025.pdf,44,3,BALANCE_SHEET
Gjithsej detyrimet dhe ekuiteti i aksionarëve,666196.0,676005.0,2025-06-30,be_bs_30.06.2025.pdf,45,3,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,29668.0,36767.0,2013-09-30,be_bs_30.09.2013.pdf,20,3,BALANCE_SHEET
Kërkesat ndaj bankave,9208.0,7810.0,2013-09-30,be_bs_30.09.2013.pdf,21,3,BALANCE_SHEET
Bonot e thesarit,13853.0,14534.0,2013-09-30,be_bs_30.09.2013.pdf,22,3,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,102960.0,102692.0,2013-09-30,be_bs_30.09.2013.pdf,26,3,BALANCE_SHEET
Patundshmëritë dhe pajisjet,7213.0,7037.0,2013-09-30,be_bs_30.09.2013.pdf,27,3,BALANCE_SHEET
Pasuritë e paprekshme,81.0,76.0,2013-09-30,be_bs_30.09.2013.pdf,28,3,BALANCE_SHEET
Pasuritë tatimore të shtyra,0.0,0.0,2013-09-30,be_bs_30.09.2013.pdf,29,3,BALANCE_SHEET
Pasuritë tjera,1736.0,1565.0,2013-09-30,be_bs_30.09.2013.pdf,30,3,BALANCE_SHEET
Gjithsej pasuritë,164719.0,170481.0,2013-09-30,be_bs_30.09.2013.pdf,31,3,BALANCE_SHEET
Depozitat e klientëve,147651.0,153725.0,2013-09-30,be_bs_30.09.2013.pdf,32,3,BALANCE_SHEET
Detyrimet ndaj bankave,0.0,0.0,2013-09-30,be_bs_30.09.2013.pdf,33,3,BALANCE_SHEET
Fondet tjera të huazuara,0.0,0.0,2013-09-30,be_bs_30.09.2013.pdf,34,3,BALANCE_SHEET
Detyrimet tatimore të shtyra,0.0,0.0,2013-09-30,be_bs_30.09.2013.pdf,35,3,BALANCE_SHEET
Detyrimet tjera,4000.0,3022.0,2013-09-30,be_bs_30.09.2013.pdf,36,3,BALANCE_SHEET
Gjithsej detyrimet,151651.0,156747.0,2013-09-30,be_bs_30.09.2013.pdf,37,3,BALANCE_SHEET
Kapitali aksionar,14779.0,14779.0,2013-09-30,be_bs_30.09.2013.pdf,38,3,BALANCE_SHEET
Rezervat e kapitalit,101.0,101.0,2013-09-30,be_bs_30.09.2013.pdf,40,3,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,-3339.0,-3338.0,2013-09-30,be_bs_30.09.2013.pdf,41,3,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,1527.0,2192.0,2013-09-30,be_bs_30.09.2013.pdf,42,3,BALANCE_SHEET
Përbërësit tjerë të ekuitetit,0.0,0.0,2013-09-30,be_bs_30.09.2013.pdf,43,3,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,13068.0,13734.0,2013-09-30,be_bs_30.09.2013.pdf,44,3,BALANCE_SHEET
Gjithsej detyrimet dhe ekuiteti i aksionarëve,164719.0,170481.0,2013-09-30,be_bs_30.09.2013.pdf,45,3,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,15601.0,26752.0,2014-09-30,be_bs_30.09.2014.pdf,20,3,BALANCE_SHEET
Kërkesat ndaj bankave,5588.0,7282.0,2014-09-30,be_bs_30.09.2014.pdf,21,3,BALANCE_SHEET
Bonot e thesarit,30120.0,24596.0,2014-09-30,be_bs_30.09.2014.pdf,22,3,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,104480.0,103585.0,2014-09-30,be_bs_30.09.2014.pdf,26,3,BALANCE_SHEET
Patundshmëritë dhe pajisjet,6771.0,6606.0,2014-09-30,be_bs_30.09.2014.pdf,27,3,BALANCE_SHEET
Pasuritë e paprekshme,108.0,330.0,2014-09-30,be_bs_30.09.2014.pdf,28,3,BALANCE_SHEET
Pasuritë tatimore të shtyra,117.0,117.0,2014-09-30,be_bs_30.09.2014.pdf,29,3,BALANCE_SHEET
Pasuritë tjera,1509.0,1348.0,2014-09-30,be_bs_30.09.2014.pdf,30,3,BALANCE_SHEET
Gjithsej pasuritë,164294.0,170616.0,2014-09-30,be_bs_30.09.2014.pdf,31,3,BALANCE_SHEET
Depozitat e klientëve,146923.0,152943.0,2014-09-30,be_bs_30.09.2014.pdf,32,3,BALANCE_SHEET
Detyrimet ndaj bankave,0.0,0.0,2014-09-30,be_bs_30.09.2014.pdf,33,3,BALANCE_SHEET
Fondet tjera të huazuara,1000.0,1000.0,2014-09-30,be_bs_30.09.2014.pdf,34,3,BALANCE_SHEET
Detyrimet tatimore të shtyra,0.0,0.0,2014-09-30,be_bs_30.09.2014.pdf,35,3,BALANCE_SHEET
Detyrimet tjera,3740.0,3537.0,2014-09-30,be_bs_30.09.2014.pdf,36,3,BALANCE_SHEET
Gjithsej detyrimet,151663.0,157480.0,2014-09-30,be_bs_30.09.2014.pdf,37,3,BALANCE_SHEET
Kapitali aksionar,14779.0,14779.0,2014-09-30,be_bs_30.09.2014.pdf,38,3,BALANCE_SHEET
Rezervat e kapitalit,101.0,101.0,2014-09-30,be_bs_30.09.2014.pdf,40,3,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,-2093.0,-2093.0,2014-09-30,be_bs_30.09.2014.pdf,41,3,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,-156.0,349.0,2014-09-30,be_bs_30.09.2014.pdf,42,3,BALANCE_SHEET
Përbërësit tjerë të ekuitetit,0.0,0.0,2014-09-30,be_bs_30.09.2014.pdf,43,3,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,12631.0,13136.0,2014-09-30,be_bs_30.09.2014.pdf,44,3,BALANCE_SHEET
Gjithsej detyrimet dhe ekuiteti i aksionarëve,164294.0,170616.0,2014-09-30,be_bs_30.09.2014.pdf,45,3,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,21216.0,25906.0,2015-09-30,be_bs_30.09.2015.pdf,20,3,BALANCE_SHEET
Kërkesat ndaj bankave,6763.0,7852.0,2015-09-30,be_bs_30.09.2015.pdf,21,3,BALANCE_SHEET
Bonot e thesarit,26253.0,27281.0,2015-09-30,be_bs_30.09.2015.pdf,22,3,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,117355.0,117816.0,2015-09-30,be_bs_30.09.2015.pdf,26,3,BALANCE_SHEET
Patundshmëritë dhe pajisjet,6064.0,5932.0,2015-09-30,be_bs_30.09.2015.pdf,27,3,BALANCE_SHEET
Pasuritë e paprekshme,285.0,257.0,2015-09-30,be_bs_30.09.2015.pdf,28,3,BALANCE_SHEET
Pasuritë tatimore të shtyra,0.0,0.0,2015-09-30,be_bs_30.09.2015.pdf,29,3,BALANCE_SHEET
Pasuritë tjera,1360.0,1276.0,2015-09-30,be_bs_30.09.2015.pdf,30,3,BALANCE_SHEET
Gjithsej pasuritë,179296.0,186320.0,2015-09-30,be_bs_30.09.2015.pdf,31,3,BALANCE_SHEET
Depozitat e klientëve,160259.0,166396.0,2015-09-30,be_bs_30.09.2015.pdf,32,3,BALANCE_SHEET
Detyrimet ndaj bankave,0.0,0.0,2015-09-30,be_bs_30.09.2015.pdf,33,3,BALANCE_SHEET
Fondet tjera të huazuara,1000.0,1000.0,2015-09-30,be_bs_30.09.2015.pdf,34,3,BALANCE_SHEET
Detyrimet tatimore të shtyra,0.0,0.0,2015-09-30,be_bs_30.09.2015.pdf,35,3,BALANCE_SHEET
Detyrimet tjera,3478.0,3248.0,2015-09-30,be_bs_30.09.2015.pdf,36,3,BALANCE_SHEET
Gjithsej detyrimet,164737.0,170644.0,2015-09-30,be_bs_30.09.2015.pdf,37,3,BALANCE_SHEET
Kapitali aksionar,14779.0,14779.0,2015-09-30,be_bs_30.09.2015.pdf,38,3,BALANCE_SHEET
Rezervat e kapitalit,102.0,102.0,2015-09-30,be_bs_30.09.2015.pdf,40,3,BALANCE_SHEET
Fitimi i mbajtur /(humbja) nga vitet paraprake,1327.0,1327.0,2015-09-30,be_bs_30.09.2015.pdf,41,3,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,1005.0,2122.0,2015-09-30,be_bs_30.09.2015.pdf,42,3,BALANCE_SHEET
Përbërësit tjerë të ekuitetit,0.0,0.0,2015-09-30,be_bs_30.09.2015.pdf,43,3,BALANCE_SHEET
Gjithsej  ekuiteti i aksionarëve,14559.0,15676.0,2015-09-30,be_bs_30.09.2015.pdf,44,3,BALANCE_SHEET
Gjithsej  detyrimet  dhe ekuiteti i aksionarëve,179296.0,186320.0,2015-09-30,be_bs_30.09.2015.pdf,45,3,BALANCE_SHEET
,0.0,0.0,2016-09-30,be_bs_30.09.2016.pdf,,3,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,29582.0,36655.0,2016-09-30,be_bs_30.09.2016.pdf,20,3,BALANCE_SHEET
Kërkesat ndaj bankave,7001.0,7798.0,2016-09-30,be_bs_30.09.2016.pdf,21,3,BALANCE_SHEET
Bonot e thesarit,12190.0,18762.0,2016-09-30,be_bs_30.09.2016.pdf,22,3,BALANCE_SHEET
Investimet në letra me vlerë,4638.0,3826.0,2016-09-30,be_bs_30.09.2016.pdf,23,3,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,130243.0,132644.0,2016-09-30,be_bs_30.09.2016.pdf,26,3,BALANCE_SHEET
Patundshmëritë dhe pajisjet,6262.0,6158.0,2016-09-30,be_bs_30.09.2016.pdf,27,3,BALANCE_SHEET
Pasuritë e paprekshme,244.0,298.0,2016-09-30,be_bs_30.09.2016.pdf,28,3,BALANCE_SHEET
Pasuritë tatimore të shtyra,0.0,0.0,2016-09-30,be_bs_30.09.2016.pdf,29,3,BALANCE_SHEET
Pasuritë tjera,857.0,917.0,2016-09-30,be_bs_30.09.2016.pdf,30,3,BALANCE_SHEET
Gjithsej pasuritë,191017.0,207058.0,2016-09-30,be_bs_30.09.2016.pdf,31,3,BALANCE_SHEET
Detyrime ndaj klientëve,167630.0,182608.0,2016-09-30,be_bs_30.09.2016.pdf,32,3,BALANCE_SHEET
Detyrime ndaj bankave,2026.0,2040.0,2016-09-30,be_bs_30.09.2016.pdf,33,3,BALANCE_SHEET
Fondet tjera të huazuara,1013.0,1031.0,2016-09-30,be_bs_30.09.2016.pdf,34,3,BALANCE_SHEET
Detyrimet tatimore të shtyra,0.0,0.0,2016-09-30,be_bs_30.09.2016.pdf,35,3,BALANCE_SHEET
Detyrimet tjera,727.0,814.0,2016-09-30,be_bs_30.09.2016.pdf,36,3,BALANCE_SHEET
Gjithsej detyrimet,171395.0,186493.0,2016-09-30,be_bs_30.09.2016.pdf,37,3,BALANCE_SHEET
Kapitali aksionar,16777.0,16777.0,2016-09-30,be_bs_30.09.2016.pdf,38,3,BALANCE_SHEET
Rezervat e kapitalit,102.0,102.0,2016-09-30,be_bs_30.09.2016.pdf,40,3,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,0.0,0.0,2016-09-30,be_bs_30.09.2016.pdf,41,3,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,2695.0,3590.0,2016-09-30,be_bs_30.09.2016.pdf,42,3,BALANCE_SHEET
Përbërësit tjerë të ekuitetit,48.0,97.0,2016-09-30,be_bs_30.09.2016.pdf,43,3,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,19621.0,20565.0,2016-09-30,be_bs_30.09.2016.pdf,44,3,BALANCE_SHEET
Gjithsej detyrimet dhe ekuiteti i aksionarëve,191017.0,207058.0,2016-09-30,be_bs_30.09.2016.pdf,45,3,BALANCE_SHEET
,0.0,0.0,2017-09-30,be_bs_30.09.2017.pdf,,3,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,42092.0,48870.0,2017-09-30,be_bs_30.09.2017.pdf,20,3,BALANCE_SHEET
Kërkesat ndaj bankave,10733.0,13574.0,2017-09-30,be_bs_30.09.2017.pdf,21,3,BALANCE_SHEET
Bonot e thesarit,13371.0,10558.0,2017-09-30,be_bs_30.09.2017.pdf,22,3,BALANCE_SHEET
Investimet në letra me vlerë,6090.0,6088.0,2017-09-30,be_bs_30.09.2017.pdf,23,3,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,151326.0,152791.0,2017-09-30,be_bs_30.09.2017.pdf,26,3,BALANCE_SHEET
Patundshmëritë dhe pajisjet,6061.0,6042.0,2017-09-30,be_bs_30.09.2017.pdf,27,3,BALANCE_SHEET
Pasuritë e paprekshme,388.0,486.0,2017-09-30,be_bs_30.09.2017.pdf,28,3,BALANCE_SHEET
Pasuritë tatimore të shtyra,0.0,0.0,2017-09-30,be_bs_30.09.2017.pdf,29,3,BALANCE_SHEET
Pasuritë tjera,695.0,657.0,2017-09-30,be_bs_30.09.2017.pdf,30,3,BALANCE_SHEET
Gjithsej pasuritë,230755.0,239066.0,2017-09-30,be_bs_30.09.2017.pdf,31,3,BALANCE_SHEET
Depozitat e klientëve,203631.0,210608.0,2017-09-30,be_bs_30.09.2017.pdf,32,3,BALANCE_SHEET
Detyrimet ndaj bankave,2043.0,2043.0,2017-09-30,be_bs_30.09.2017.pdf,33,3,BALANCE_SHEET
Fondet tjera të huazuara,1013.0,1031.0,2017-09-30,be_bs_30.09.2017.pdf,34,3,BALANCE_SHEET
Detyrimet tatimore të shtyra,0.0,0.0,2017-09-30,be_bs_30.09.2017.pdf,35,3,BALANCE_SHEET
Detyrimet tjera,432.0,534.0,2017-09-30,be_bs_30.09.2017.pdf,36,3,BALANCE_SHEET
Gjithsej detyrimet,207118.0,214216.0,2017-09-30,be_bs_30.09.2017.pdf,37,3,BALANCE_SHEET
Kapitali aksionar,21337.0,21337.0,2017-09-30,be_bs_30.09.2017.pdf,38,3,BALANCE_SHEET
Rezervat e kapitalit,102.0,102.0,2017-09-30,be_bs_30.09.2017.pdf,40,3,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,0.0,0.0,2017-09-30,be_bs_30.09.2017.pdf,41,3,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,2198.0,3411.0,2017-09-30,be_bs_30.09.2017.pdf,42,3,BALANCE_SHEET
Përbërësit tjerë të ekuitetit,0.0,0.0,2017-09-30,be_bs_30.09.2017.pdf,43,3,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,23637.0,24850.0,2017-09-30,be_bs_30.09.2017.pdf,44,3,BALANCE_SHEET
Gjithsej detyrimet dhe ekuiteti i aksionarëve,230755.0,239066.0,2017-09-30,be_bs_30.09.2017.pdf,45,3,BALANCE_SHEET
,0.0,0.0,2018-09-30,be_bs_30.09.2018.pdf,,3,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,39147.0,60428.0,2018-09-30,be_bs_30.09.2018.pdf,20,3,BALANCE_SHEET
Kërkesat ndaj bankave,11646.0,11445.0,2018-09-30,be_bs_30.09.2018.pdf,21,3,BALANCE_SHEET
Bonot e thesarit,5262.0,5389.0,2018-09-30,be_bs_30.09.2018.pdf,22,3,BALANCE_SHEET
Investimet në letra me vlerë,19495.0,16286.0,2018-09-30,be_bs_30.09.2018.pdf,23,3,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,166762.0,164597.0,2018-09-30,be_bs_30.09.2018.pdf,26,3,BALANCE_SHEET
Patundshmëritë dhe pajisjet,6182.0,6258.0,2018-09-30,be_bs_30.09.2018.pdf,27,3,BALANCE_SHEET
Pasuritë e paprekshme,496.0,466.0,2018-09-30,be_bs_30.09.2018.pdf,28,3,BALANCE_SHEET
Pasuritë tatimore të shtyra,0.0,0.0,2018-09-30,be_bs_30.09.2018.pdf,29,3,BALANCE_SHEET
Pasuritë tjera,616.0,738.0,2018-09-30,be_bs_30.09.2018.pdf,30,3,BALANCE_SHEET
Gjithsej pasuritë,249607.0,265607.0,2018-09-30,be_bs_30.09.2018.pdf,31,3,BALANCE_SHEET
Depozitat e klientëve,219524.0,234445.0,2018-09-30,be_bs_30.09.2018.pdf,32,3,BALANCE_SHEET
Detyrimet ndaj bankave,2082.0,2086.0,2018-09-30,be_bs_30.09.2018.pdf,33,3,BALANCE_SHEET
Fondet tjera të huazuara,1013.0,1031.0,2018-09-30,be_bs_30.09.2018.pdf,34,3,BALANCE_SHEET
Detyrimet tatimore të shtyra,0.0,0.0,2018-09-30,be_bs_30.09.2018.pdf,35,3,BALANCE_SHEET
Detyrimet tjera,513.0,476.0,2018-09-30,be_bs_30.09.2018.pdf,36,3,BALANCE_SHEET
Gjithsej detyrimet,223132.0,238038.0,2018-09-30,be_bs_30.09.2018.pdf,37,3,BALANCE_SHEET
Kapitali aksionar,24544.0,24544.0,2018-09-30,be_bs_30.09.2018.pdf,38,3,BALANCE_SHEET
Rezervat e kapitalit,-122.0,-1.0,2018-09-30,be_bs_30.09.2018.pdf,40,3,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,35.0,35.0,2018-09-30,be_bs_30.09.2018.pdf,41,3,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,2019.0,2992.0,2018-09-30,be_bs_30.09.2018.pdf,42,3,BALANCE_SHEET
