BALANCE_CATEGORY,PREVIOUS_BALANCE_VALUE,CURRENT_BALANCE_VALUE,DT_REPORT,FILE_NAME,CATEGORY_CODE,BANK_ID,STATEMENT_TYPE
Përbërësit tjerë të ekuitetit,0.0,0.0,2018-09-30,be_bs_30.09.2018.pdf,43,3,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,26475.0,27570.0,2018-09-30,be_bs_30.09.2018.pdf,44,3,BALANCE_SHEET
Gjithsej detyrimet dhe ekuiteti i aksionarëve,249607.0,265607.0,2018-09-30,be_bs_30.09.2018.pdf,45,3,BALANCE_SHEET
,0.0,0.0,2019-09-30,be_bs_30.09.2019.pdf,,3,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,48371.0,45940.0,2019-09-30,be_bs_30.09.2019.pdf,20,3,BALANCE_SHEET
Kërkesat ndaj bankave,12791.0,13684.0,2019-09-30,be_bs_30.09.2019.pdf,21,3,BALANCE_SHEET
Bonot e thesarit,5122.0,5158.0,2019-09-30,be_bs_30.09.2019.pdf,22,3,BALANCE_SHEET
Investimet në letra me vlerë,19453.0,26707.0,2019-09-30,be_bs_30.09.2019.pdf,23,3,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,190627.0,199486.0,2019-09-30,be_bs_30.09.2019.pdf,26,3,BALANCE_SHEET
Patundshmëritë dhe pajisjet,6823.0,6794.0,2019-09-30,be_bs_30.09.2019.pdf,27,3,BALANCE_SHEET
Pasuritë e paprekshme,578.0,546.0,2019-09-30,be_bs_30.09.2019.pdf,28,3,BALANCE_SHEET
Pasuritë tatimore të shtyra,0.0,0.0,2019-09-30,be_bs_30.09.2019.pdf,29,3,BALANCE_SHEET
Pasuritë tjera,1429.0,1585.0,2019-09-30,be_bs_30.09.2019.pdf,30,3,BALANCE_SHEET
Gjithsej pasuritë,285194.0,299900.0,2019-09-30,be_bs_30.09.2019.pdf,31,3,BALANCE_SHEET
Depozitat e klientëve,250168.0,264672.0,2019-09-30,be_bs_30.09.2019.pdf,32,3,BALANCE_SHEET
Detyrimet ndaj bankave,2066.0,2097.0,2019-09-30,be_bs_30.09.2019.pdf,33,3,BALANCE_SHEET
Fondet tjera të huazuara,1013.0,1031.0,2019-09-30,be_bs_30.09.2019.pdf,34,3,BALANCE_SHEET
Detyrimet tatimore të shtyra,0.0,0.0,2019-09-30,be_bs_30.09.2019.pdf,35,3,BALANCE_SHEET
Detyrimet tjera,776.0,456.0,2019-09-30,be_bs_30.09.2019.pdf,36,3,BALANCE_SHEET
Gjithsej detyrimet,254022.0,268257.0,2019-09-30,be_bs_30.09.2019.pdf,37,3,BALANCE_SHEET
Kapitali aksionar,24544.0,27761.0,2019-09-30,be_bs_30.09.2019.pdf,38,3,BALANCE_SHEET
Rezervat e kapitalit,238.0,270.0,2019-09-30,be_bs_30.09.2019.pdf,40,3,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,4718.0,0.0,2019-09-30,be_bs_30.09.2019.pdf,41,3,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,1672.0,3612.0,2019-09-30,be_bs_30.09.2019.pdf,42,3,BALANCE_SHEET
Përbërësit tjerë të ekuitetit,0.0,0.0,2019-09-30,be_bs_30.09.2019.pdf,43,3,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,31171.0,31643.0,2019-09-30,be_bs_30.09.2019.pdf,44,3,BALANCE_SHEET
Gjithsej detyrimet dhe ekuiteti i aksionarëve,285194.0,299900.0,2019-09-30,be_bs_30.09.2019.pdf,45,3,BALANCE_SHEET
,0.0,0.0,2020-09-30,be_bs_30.09.2020.pdf,,3,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,31382.0,31349.0,2020-09-30,be_bs_30.09.2020.pdf,20,3,BALANCE_SHEET
Kërkesat ndaj bankave,9811.0,10481.0,2020-09-30,be_bs_30.09.2020.pdf,21,3,BALANCE_SHEET
Bonot e thesarit,0.0,0.0,2020-09-30,be_bs_30.09.2020.pdf,22,3,BALANCE_SHEET
Investimet në letra me vlerë,41826.0,41926.0,2020-09-30,be_bs_30.09.2020.pdf,23,3,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,223647.0,234051.0,2020-09-30,be_bs_30.09.2020.pdf,26,3,BALANCE_SHEET
Patundshmëritë dhe pajisjet,9382.0,9119.0,2020-09-30,be_bs_30.09.2020.pdf,27,3,BALANCE_SHEET
Pasuritë e paprekshme,514.0,510.0,2020-09-30,be_bs_30.09.2020.pdf,28,3,BALANCE_SHEET
Pasuritë tatimore të shtyra,0.0,0.0,2020-09-30,be_bs_30.09.2020.pdf,29,3,BALANCE_SHEET
Pasuritë tjera,3060.0,3012.0,2020-09-30,be_bs_30.09.2020.pdf,30,3,BALANCE_SHEET
Gjithsej pasuritë,319621.0,330448.0,2020-09-30,be_bs_30.09.2020.pdf,31,3,BALANCE_SHEET
Depozitat e klientëve,279593.0,290447.0,2020-09-30,be_bs_30.09.2020.pdf,32,3,BALANCE_SHEET
Detyrimet ndaj bankave,3103.0,2078.0,2020-09-30,be_bs_30.09.2020.pdf,33,3,BALANCE_SHEET
Fondet tjera të huazuara,0.0,0.0,2020-09-30,be_bs_30.09.2020.pdf,34,3,BALANCE_SHEET
Detyrimet tatimore të shtyra,0.0,0.0,2020-09-30,be_bs_30.09.2020.pdf,35,3,BALANCE_SHEET
Detyrimet tjera,2920.0,2565.0,2020-09-30,be_bs_30.09.2020.pdf,36,3,BALANCE_SHEET
Gjithsej detyrimet,285616.0,295090.0,2020-09-30,be_bs_30.09.2020.pdf,37,3,BALANCE_SHEET
Kapitali aksionar,27761.0,31122.0,2020-09-30,be_bs_30.09.2020.pdf,38,3,BALANCE_SHEET
Rezervat e kapitalit,-170.0,-70.0,2020-09-30,be_bs_30.09.2020.pdf,40,3,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,5361.0,2000.0,2020-09-30,be_bs_30.09.2020.pdf,41,3,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,1052.0,2306.0,2020-09-30,be_bs_30.09.2020.pdf,42,3,BALANCE_SHEET
Përbërësit tjerë të ekuitetit,0.0,0.0,2020-09-30,be_bs_30.09.2020.pdf,43,3,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,34005.0,35358.0,2020-09-30,be_bs_30.09.2020.pdf,44,3,BALANCE_SHEET
Gjithsej detyrimet dhe ekuiteti i aksionarëve,319621.0,330448.0,2020-09-30,be_bs_30.09.2020.pdf,45,3,BALANCE_SHEET
,0.0,0.0,2021-09-30,be_bs_30.09.2021.pdf,,3,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,39805.0,73281.0,2021-09-30,be_bs_30.09.2021.pdf,20,3,BALANCE_SHEET
Kërkesat ndaj bankave,23969.0,13451.0,2021-09-30,be_bs_30.09.2021.pdf,21,3,BALANCE_SHEET
Bonot e thesarit,0.0,0.0,2021-09-30,be_bs_30.09.2021.pdf,22,3,BALANCE_SHEET
Investimet në letra me vlerë,37812.0,16729.0,2021-09-30,be_bs_30.09.2021.pdf,23,3,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,296920.0,314281.0,2021-09-30,be_bs_30.09.2021.pdf,26,3,BALANCE_SHEET
Patundshmëritë dhe pajisjet,13756.0,13801.0,2021-09-30,be_bs_30.09.2021.pdf,27,3,BALANCE_SHEET
Pasuritë e paprekshme,782.0,855.0,2021-09-30,be_bs_30.09.2021.pdf,28,3,BALANCE_SHEET
Pasuritë tatimore të shtyra,0.0,0.0,2021-09-30,be_bs_30.09.2021.pdf,29,3,BALANCE_SHEET
Pasuritë tjera,4036.0,4156.0,2021-09-30,be_bs_30.09.2021.pdf,30,3,BALANCE_SHEET
Gjithsej pasuritë,417080.0,436552.0,2021-09-30,be_bs_30.09.2021.pdf,31,3,BALANCE_SHEET
Depozitat e klientëve,370850.0,388342.0,2021-09-30,be_bs_30.09.2021.pdf,32,3,BALANCE_SHEET
Detyrimet ndaj bankave,2113.0,1085.0,2021-09-30,be_bs_30.09.2021.pdf,33,3,BALANCE_SHEET
Fondet tjera të huazuara,0.0,0.0,2021-09-30,be_bs_30.09.2021.pdf,34,3,BALANCE_SHEET
Detyrimet tatimore të shtyra,0.0,0.0,2021-09-30,be_bs_30.09.2021.pdf,35,3,BALANCE_SHEET
Detyrimet tjera,2382.0,3117.0,2021-09-30,be_bs_30.09.2021.pdf,36,3,BALANCE_SHEET
Gjithsej detyrimet,375345.0,392544.0,2021-09-30,be_bs_30.09.2021.pdf,37,3,BALANCE_SHEET
Kapitali aksionar,29422.0,29422.0,2021-09-30,be_bs_30.09.2021.pdf,38,3,BALANCE_SHEET
Rezervat e kapitalit,5522.0,4799.0,2021-09-30,be_bs_30.09.2021.pdf,40,3,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,4009.0,4009.0,2021-09-30,be_bs_30.09.2021.pdf,41,3,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,2782.0,5.779,2021-09-30,be_bs_30.09.2021.pdf,42,3,BALANCE_SHEET
Përbërësit tjerë të ekuitetit,0.0,0.0,2021-09-30,be_bs_30.09.2021.pdf,43,3,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,41735.0,44008.0,2021-09-30,be_bs_30.09.2021.pdf,44,3,BALANCE_SHEET
Gjithsej detyrimet dhe ekuiteti i aksionarëve,417080.0,436552.0,2021-09-30,be_bs_30.09.2021.pdf,45,3,BALANCE_SHEET
,0.0,0.0,2022-09-30,be_bs_30.09.2022.pdf,,3,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,54280.0,99430.0,2022-09-30,be_bs_30.09.2022.pdf,20,3,BALANCE_SHEET
Kërkesat ndaj bankave,21433.0,12922.0,2022-09-30,be_bs_30.09.2022.pdf,21,3,BALANCE_SHEET
Bonot e thesarit,0.0,0.0,2022-09-30,be_bs_30.09.2022.pdf,22,3,BALANCE_SHEET
Investimet në letra me vlerë,9993.0,20593.0,2022-09-30,be_bs_30.09.2022.pdf,23,3,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,347769.0,358536.0,2022-09-30,be_bs_30.09.2022.pdf,26,3,BALANCE_SHEET
Patundshmëritë dhe pajisjet,13683.0,14071.0,2022-09-30,be_bs_30.09.2022.pdf,27,3,BALANCE_SHEET
Pasuritë e paprekshme,702.0,751.0,2022-09-30,be_bs_30.09.2022.pdf,28,3,BALANCE_SHEET
Pasuritë tatimore të shtyra,0.0,0.0,2022-09-30,be_bs_30.09.2022.pdf,29,3,BALANCE_SHEET
Pasuritë tjera,5486.0,8272.0,2022-09-30,be_bs_30.09.2022.pdf,30,3,BALANCE_SHEET
Gjithsej pasuritë,453344.0,514576.0,2022-09-30,be_bs_30.09.2022.pdf,31,3,BALANCE_SHEET
Depozitat e klientëve,395713.0,461516.0,2022-09-30,be_bs_30.09.2022.pdf,32,3,BALANCE_SHEET
Detyrimet ndaj bankave,1089.0,93.0,2022-09-30,be_bs_30.09.2022.pdf,33,3,BALANCE_SHEET
Fondet tjera të huazuara,0.0,0.0,2022-09-30,be_bs_30.09.2022.pdf,34,3,BALANCE_SHEET
Detyrimet tatimore të shtyra,0.0,0.0,2022-09-30,be_bs_30.09.2022.pdf,35,3,BALANCE_SHEET
Detyrimet tjera,8140.0,2475.0,2022-09-30,be_bs_30.09.2022.pdf,36,3,BALANCE_SHEET
Gjithsej detyrimet,404942.0,464084.0,2022-09-30,be_bs_30.09.2022.pdf,37,3,BALANCE_SHEET
Kapitali aksionar,29422.0,29422.0,2022-09-30,be_bs_30.09.2022.pdf,38,3,BALANCE_SHEET
Rezervat e kapitalit,4698.0,4659.0,2022-09-30,be_bs_30.09.2022.pdf,40,3,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,9087.0,9087.0,2022-09-30,be_bs_30.09.2022.pdf,41,3,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,5196.0,7324.0,2022-09-30,be_bs_30.09.2022.pdf,42,3,BALANCE_SHEET
Përbërësit tjerë të ekuitetit,0.0,0.0,2022-09-30,be_bs_30.09.2022.pdf,43,3,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,48402.0,50492.0,2022-09-30,be_bs_30.09.2022.pdf,44,3,BALANCE_SHEET
Gjithsej detyrimet dhe ekuiteti i aksionarëve,453344.0,514576.0,2022-09-30,be_bs_30.09.2022.pdf,45,3,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,57446.0,79257.0,2023-09-30,be_bs_30.09.2023.pdf,20,3,BALANCE_SHEET
Kërkesat ndaj bankave,10243.0,28330.0,2023-09-30,be_bs_30.09.2023.pdf,21,3,BALANCE_SHEET
Bonot e thesarit,0.0,0.0,2023-09-30,be_bs_30.09.2023.pdf,22,3,BALANCE_SHEET
Investimet në letra me vlerë,4654.0,3127.0,2023-09-30,be_bs_30.09.2023.pdf,23,3,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,444832.0,438930.0,2023-09-30,be_bs_30.09.2023.pdf,26,3,BALANCE_SHEET
Patundshmëritë dhe pajisjet,14908.0,15023.0,2023-09-30,be_bs_30.09.2023.pdf,27,3,BALANCE_SHEET
Pasuritë e paprekshme,938.0,1132.0,2023-09-30,be_bs_30.09.2023.pdf,28,3,BALANCE_SHEET
Pasuritë tatimore të shtyra,0.0,0.0,2023-09-30,be_bs_30.09.2023.pdf,29,3,BALANCE_SHEET
Pasuritë tjera,11500.0,12443.0,2023-09-30,be_bs_30.09.2023.pdf,30,3,BALANCE_SHEET
Gjithsej pasuritë,544522.0,578242.0,2023-09-30,be_bs_30.09.2023.pdf,31,3,BALANCE_SHEET
Depozitat e klientëve,475570.0,510682.0,2023-09-30,be_bs_30.09.2023.pdf,32,3,BALANCE_SHEET
Detyrimet ndaj bankave,188.0,119.0,2023-09-30,be_bs_30.09.2023.pdf,33,3,BALANCE_SHEET
Fondet tjera të huazuara,0.0,0.0,2023-09-30,be_bs_30.09.2023.pdf,34,3,BALANCE_SHEET
Detyrimet tatimore të shtyra,0.0,0.0,2023-09-30,be_bs_30.09.2023.pdf,35,3,BALANCE_SHEET
Detyrimet tjera,8495.0,4853.0,2023-09-30,be_bs_30.09.2023.pdf,36,3,BALANCE_SHEET
Gjithsej detyrimet,484253.0,515655.0,2023-09-30,be_bs_30.09.2023.pdf,37,3,BALANCE_SHEET
Kapitali aksionar,29422.0,29422.0,2023-09-30,be_bs_30.09.2023.pdf,38,3,BALANCE_SHEET
Rezervat e kapitalit,4795.0,4745.0,2023-09-30,be_bs_30.09.2023.pdf,40,3,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,19107.0,19107.0,2023-09-30,be_bs_30.09.2023.pdf,41,3,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,6945.0,9313.0,2023-09-30,be_bs_30.09.2023.pdf,42,3,BALANCE_SHEET
Përbërësit tjerë të ekuitetit,0.0,0.0,2023-09-30,be_bs_30.09.2023.pdf,43,3,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,60269.0,62587.0,2023-09-30,be_bs_30.09.2023.pdf,44,3,BALANCE_SHEET
Gjithsej detyrimet dhe ekuiteti i aksionarëve,544522.0,578242.0,2023-09-30,be_bs_30.09.2023.pdf,45,3,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,51501.0,57024.0,2024-09-30,be_bs_30.09.2024.pdf,20,3,BALANCE_SHEET
Kërkesat ndaj bankave,23429.0,27488.0,2024-09-30,be_bs_30.09.2024.pdf,21,3,BALANCE_SHEET
Bonot e thesarit,0.0,0.0,2024-09-30,be_bs_30.09.2024.pdf,22,3,BALANCE_SHEET
Investimet në letra me vlerë,83216.0,62093.0,2024-09-30,be_bs_30.09.2024.pdf,23,3,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,472430.0,484317.0,2024-09-30,be_bs_30.09.2024.pdf,26,3,BALANCE_SHEET
Patundshmëritë dhe pajisjet,13903.0,14514.0,2024-09-30,be_bs_30.09.2024.pdf,27,3,BALANCE_SHEET
Pasuritë e paprekshme,2097.0,2018.0,2024-09-30,be_bs_30.09.2024.pdf,28,3,BALANCE_SHEET
Pasuritë tatimore të shtyra,0.0,0.0,2024-09-30,be_bs_30.09.2024.pdf,29,3,BALANCE_SHEET
Pasuritë tjera,11102.0,11644.0,2024-09-30,be_bs_30.09.2024.pdf,30,3,BALANCE_SHEET
Gjithsej pasuritë,657678.0,659097.0,2024-09-30,be_bs_30.09.2024.pdf,31,3,BALANCE_SHEET
Depozitat e klientëve,584564.0,583904.0,2024-09-30,be_bs_30.09.2024.pdf,32,3,BALANCE_SHEET
Detyrimet ndaj bankave,2244.0,582.0,2024-09-30,be_bs_30.09.2024.pdf,33,3,BALANCE_SHEET
Fondet tjera të huazuara,0.0,0.0,2024-09-30,be_bs_30.09.2024.pdf,34,3,BALANCE_SHEET
Detyrimet tatimore të shtyra,0.0,0.0,2024-09-30,be_bs_30.09.2024.pdf,35,3,BALANCE_SHEET
Detyrimet tjera,3918.0,4476.0,2024-09-30,be_bs_30.09.2024.pdf,36,3,BALANCE_SHEET
Gjithsej detyrimet,590726.0,588962.0,2024-09-30,be_bs_30.09.2024.pdf,37,3,BALANCE_SHEET
Kapitali aksionar,29422.0,29422.0,2024-09-30,be_bs_30.09.2024.pdf,38,3,BALANCE_SHEET
Rezervat e kapitalit,4593.0,4653.0,2024-09-30,be_bs_30.09.2024.pdf,40,3,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,27833.0,27833.0,2024-09-30,be_bs_30.09.2024.pdf,41,3,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,5103.0,8227.0,2024-09-30,be_bs_30.09.2024.pdf,42,3,BALANCE_SHEET
Përbërësit tjerë të ekuitetit,0.0,0.0,2024-09-30,be_bs_30.09.2024.pdf,43,3,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,66952.0,70135.0,2024-09-30,be_bs_30.09.2024.pdf,44,3,BALANCE_SHEET
Gjithsej detyrimet dhe ekuiteti i aksionarëve,657678.0,659097.0,2024-09-30,be_bs_30.09.2024.pdf,45,3,BALANCE_SHEET
,0.0,0.0,2025-09-30,be_bs_30.09.2025.pdf,,3,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,64726.0,65059.0,2025-09-30,be_bs_30.09.2025.pdf,20,3,BALANCE_SHEET
Kërkesat ndaj bankave,22333.0,39203.0,2025-09-30,be_bs_30.09.2025.pdf,21,3,BALANCE_SHEET
Bonot e thesarit,0.0,0.0,2025-09-30,be_bs_30.09.2025.pdf,22,3,BALANCE_SHEET
Investimet në letra me vlerë,52046.0,96783.0,2025-09-30,be_bs_30.09.2025.pdf,23,3,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,511333.0,552014.0,2025-09-30,be_bs_30.09.2025.pdf,26,3,BALANCE_SHEET
Patundshmëritë dhe pajisjet,13368.0,14493.0,2025-09-30,be_bs_30.09.2025.pdf,27,3,BALANCE_SHEET
Pasuritë e paprekshme,2465.0,2279.0,2025-09-30,be_bs_30.09.2025.pdf,28,3,BALANCE_SHEET
Pasuritë tatimore të shtyra,0.0,0.0,2025-09-30,be_bs_30.09.2025.pdf,29,3,BALANCE_SHEET
Pasuritë tjera,9153.0,10309.0,2025-09-30,be_bs_30.09.2025.pdf,30,3,BALANCE_SHEET
Gjithsej pasuritë,675425.0,780141.0,2025-09-30,be_bs_30.09.2025.pdf,31,3,BALANCE_SHEET
Depozitat e klientëve,589249.0,679518.0,2025-09-30,be_bs_30.09.2025.pdf,32,3,BALANCE_SHEET
Detyrimet ndaj bankave,2497.0,2473.0,2025-09-30,be_bs_30.09.2025.pdf,33,3,BALANCE_SHEET
Fondet tjera të huazuara,2059.0,2098.0,2025-09-30,be_bs_30.09.2025.pdf,34,3,BALANCE_SHEET
Detyrimet tatimore të shtyra,0.0,0.0,2025-09-30,be_bs_30.09.2025.pdf,35,3,BALANCE_SHEET
Detyrimet tjera,4288.0,7186.0,2025-09-30,be_bs_30.09.2025.pdf,36,3,BALANCE_SHEET
Gjithsej detyrimet,598094.0,691275.0,2025-09-30,be_bs_30.09.2025.pdf,37,3,BALANCE_SHEET
Kapitali aksionar,29422.0,38874.0,2025-09-30,be_bs_30.09.2025.pdf,38,3,BALANCE_SHEET
Rezervat e kapitalit,4797.0,4789.0,2025-09-30,be_bs_30.09.2025.pdf,40,3,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,38529.0,38529.0,2025-09-30,be_bs_30.09.2025.pdf,41,3,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,4584.0,6673.0,2025-09-30,be_bs_30.09.2025.pdf,42,3,BALANCE_SHEET
Përbërësit tjerë të ekuitetit,0.0,0.0,2025-09-30,be_bs_30.09.2025.pdf,43,3,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,77331.0,88865.0,2025-09-30,be_bs_30.09.2025.pdf,44,3,BALANCE_SHEET
Gjithsej detyrimet dhe ekuiteti i aksionarëve,675425.0,780141.0,2025-09-30,be_bs_30.09.2025.pdf,45,3,BALANCE_SHEET
Kërkesat ndaj bankave,10822.0,10192.0,2013-03-31,be_bs_31.03.2013.pdf,21,3,BALANCE_SHEET
Bonot e thesarit,10807.0,10909.0,2013-03-31,be_bs_31.03.2013.pdf,22,3,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,93943.0,100690.0,2013-03-31,be_bs_31.03.2013.pdf,26,3,BALANCE_SHEET
Patundshmëritë dhe pajisjet,7580.0,7362.0,2013-03-31,be_bs_31.03.2013.pdf,27,3,BALANCE_SHEET
Pasuritë e paprekshme,109.0,95.0,2013-03-31,be_bs_31.03.2013.pdf,28,3,BALANCE_SHEET
Pasuritë tatimore të shtyra,0.0,0.0,2013-03-31,be_bs_31.03.2013.pdf,29,3,BALANCE_SHEET
Pasuritë tjera,1773.0,2024.0,2013-03-31,be_bs_31.03.2013.pdf,30,3,BALANCE_SHEET
Gjithsej pasuritë,155346.0,159141.0,2013-03-31,be_bs_31.03.2013.pdf,31,3,BALANCE_SHEET
Depozitat e klientëve,140522.0,143506.0,2013-03-31,be_bs_31.03.2013.pdf,32,3,BALANCE_SHEET
Detyrimet ndaj bankave,0.0,0.0,2013-03-31,be_bs_31.03.2013.pdf,33,3,BALANCE_SHEET
Fondet tjera të huazuara,0.0,0.0,2013-03-31,be_bs_31.03.2013.pdf,34,3,BALANCE_SHEET
Detyrimet tatimore të shtyra,0.0,0.0,2013-03-31,be_bs_31.03.2013.pdf,35,3,BALANCE_SHEET
Detyrimet tjera,3282.0,3800.0,2013-03-31,be_bs_31.03.2013.pdf,36,3,BALANCE_SHEET
Gjithsej detyrimet,143804.0,147306.0,2013-03-31,be_bs_31.03.2013.pdf,37,3,BALANCE_SHEET
Kapitali aksionar,14779.0,14779.0,2013-03-31,be_bs_31.03.2013.pdf,38,3,BALANCE_SHEET
Rezervat e kapitalit,101.0,101.0,2013-03-31,be_bs_31.03.2013.pdf,40,3,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,-409.0,-3338.0,2013-03-31,be_bs_31.03.2013.pdf,41,3,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,-2929.0,293.0,2013-03-31,be_bs_31.03.2013.pdf,42,3,BALANCE_SHEET
Përbërësit tjerë të ekuitetit,0.0,0.0,2013-03-31,be_bs_31.03.2013.pdf,43,3,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,11542.0,11835.0,2013-03-31,be_bs_31.03.2013.pdf,44,3,BALANCE_SHEET
Gjithsej detyrimet dhe ekuiteti i aksionarëve,155346.0,159141.0,2013-03-31,be_bs_31.03.2013.pdf,45,3,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,44791.0,22221.0,2014-03-31,be_bs_31.03.2014.pdf,20,3,BALANCE_SHEET
Kërkesat ndaj bankave,7839.0,6259.0,2014-03-31,be_bs_31.03.2014.pdf,21,3,BALANCE_SHEET
Bonot e thesarit,13880.0,27873.0,2014-03-31,be_bs_31.03.2014.pdf,22,3,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,103112.0,103651.0,2014-03-31,be_bs_31.03.2014.pdf,26,3,BALANCE_SHEET
Patundshmëritë dhe pajisjet,6957.0,6797.0,2014-03-31,be_bs_31.03.2014.pdf,27,3,BALANCE_SHEET
Pasuritë e paprekshme,68.0,111.0,2014-03-31,be_bs_31.03.2014.pdf,28,3,BALANCE_SHEET
Pasuritë tatimore të shtyra,117.0,117.0,2014-03-31,be_bs_31.03.2014.pdf,29,3,BALANCE_SHEET
Pasuritë tjera,1499.0,1488.0,2014-03-31,be_bs_31.03.2014.pdf,30,3,BALANCE_SHEET
Gjithsej pasuritë,178263.0,168517.0,2014-03-31,be_bs_31.03.2014.pdf,31,3,BALANCE_SHEET
Depozitat e klientëve,162211.0,152796.0,2014-03-31,be_bs_31.03.2014.pdf,32,3,BALANCE_SHEET
Detyrimet ndaj bankave,0.0,0.0,2014-03-31,be_bs_31.03.2014.pdf,33,3,BALANCE_SHEET
Fondet tjera të huazuara,0.0,0.0,2014-03-31,be_bs_31.03.2014.pdf,34,3,BALANCE_SHEET
Detyrimet tatimore të shtyra,0.0,0.0,2014-03-31,be_bs_31.03.2014.pdf,35,3,BALANCE_SHEET
Detyrimet tjera,3264.0,3302.0,2014-03-31,be_bs_31.03.2014.pdf,36,3,BALANCE_SHEET
Gjithsej detyrimet,165475.0,156098.0,2014-03-31,be_bs_31.03.2014.pdf,37,3,BALANCE_SHEET
Kapitali aksionar,14779.0,14779.0,2014-03-31,be_bs_31.03.2014.pdf,38,3,BALANCE_SHEET
Rezervat e kapitalit,101.0,101.0,2014-03-31,be_bs_31.03.2014.pdf,40,3,BALANCE_SHEET
Fitimi i mbajtur/(humbja) nga vitet paraprake,-3338.0,-2093.0,2014-03-31,be_bs_31.03.2014.pdf,41,3,BALANCE_SHEET
Fitimi/(humbja) e vitit aktual,1246.0,-368.0,2014-03-31,be_bs_31.03.2014.pdf,42,3,BALANCE_SHEET
Përbërësit tjerë të ekuitetit,0.0,0.0,2014-03-31,be_bs_31.03.2014.pdf,43,3,BALANCE_SHEET
Gjithsej ekuiteti i aksionarëve,12788.0,12419.0,2014-03-31,be_bs_31.03.2014.pdf,44,3,BALANCE_SHEET
Gjithsej detyrimet dhe ekuiteti i aksionarëve,178263.0,168517.0,2014-03-31,be_bs_31.03.2014.pdf,45,3,BALANCE_SHEET
Paraja e gatshme dhe gjendja me BQK-në,18697.0,22346.0,2015-03-31,be_bs_31.03.2015.pdf,20,3,BALANCE_SHEET
Kërkesat ndaj bankave,7621.0,7093.0,2015-03-31,be_bs_31.03.2015.pdf,21,3,BALANCE_SHEET
Bonot e thesarit,27953.0,28219.0,2015-03-31,be_bs_31.03.2015.pdf,22,3,BALANCE_SHEET
Kreditë dhe paradhëniet ndaj klientëve,110131.0,113132.0,2015-03-31,be_bs_31.03.2015.pdf,26,3,BALANCE_SHEET
Patundshmëritë dhe pajisjet,6388.0,6242.0,2015-03-31,be_bs_31.03.2015.pdf,27,3,BALANCE_SHEET
Pasuritë e paprekshme,306.0,291.0,2015-03-31,be_bs_31.03.2015.pdf,28,3,BALANCE_SHEET
Pasuritë tatimore të shtyra,0.0,0.0,2015-03-31,be_bs_31.03.2015.pdf,29,3,BALANCE_SHEET
Pasuritë tjera,1601.0,1433.0,2015-03-31,be_bs_31.03.2015.pdf,30,3,BALANCE_SHEET
Gjithsej pasuritë,172697.0,178756.0,2015-03-31,be_bs_31.03.2015.pdf,31,3,BALANCE_SHEET
